,artist_name,artist_id,track_name,track_id,popularity,artist_popularity,genres,followers,danceability,energy,loudness,instrumentalness,valence,tempo,is_edm
365,That Mexican OT,3BAgmPNIK5IJl7zMK1wvMA,Cowboy Killer,5SGWCqheDXPlYnv9aQs795,73,72,['texas latin rap'],380637,0.839,0.581,-5.998,0.0,0.559,119.979,not_edm
366,Lil Durk,3hcs9uc56yIGFCSy9leWe7,All My Life (feat. J. Cole),6T7FXSuXykeGktMLGp8WgE,77,82,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",6263740,0.787,0.57,-5.881,0.0,0.733,142.974,not_edm
367,Taylor Swift,06HL4z0CvFAxyc27GXpf02,Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),4ABYxlb92WBIjHu7TIKmml,78,100,['pop'],88128009,0.576,0.57,-7.925,0.0,0.378,147.803,not_edm
368,Marshmello,64KEffDW9EtZ1y2vBYgq8T,Fell In Love,1N8klHEbZ0bFOHnMVs8C9S,77,82,"['brostep', 'edm', 'pop', 'progressive electro house']",35376986,0.732,0.464,-9.722,3.1e-05,0.647,149.954,edm
369,Los Primos del Este,5MEewKjCN4Dw20OFV2IGMo,No Es Mentira (Version Norteña),0dWSN9JS8vAcnM8a6lxIrB,76,59,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']",158235,0.813,0.731,-6.654,8.69e-05,0.783,115.043,not_edm
370,Rod Wave,45TgXXqMDdF8BkjA83OM7z,HG4,59ksHIFa69pi0az2bKdu6s,73,81,['florida rap'],5559324,0.647,0.642,-7.687,0.0,0.219,87.523,not_edm
371,V,3JsHnjpbhX4SnySpvpa9DK,For Us,4HAOgAnILvXCbSODMoRnmD,86,84,"['j-division', 'korean ost']",15473152,0.556,0.339,-11.128,0.0118,0.215,84.968,not_edm
372,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,Aye (feat. Travis Scott),2Hc1LaV6bzFil3dE71eORA,77,85,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap']",15966883,0.777,0.604,-4.452,5.64e-05,0.121,111.998,not_edm
373,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,LOST FOREVER (feat. Westside Gunn),7EiUtdeoWcKqLi5ELZCjYf,79,93,"['hip hop', 'rap', 'slap house']",24421243,0.645,0.803,-4.223,0.0,0.314,89.499,not_edm
374,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,I Remember Everything (feat. Kacey Musgraves),58pTPJPBjw1xL9OcLcQczU,74,89,"['classic oklahoma country', 'modern country pop']",2262988,0.429,0.453,-7.746,2e-06,0.155,77.639,not_edm
375,Kanii,1S82w4yw9TYIHZ889mPPaW,I Know - PR1SVX Edit,3vcLw8QA3yCOkrj9oLSZNs,79,71,"['bedroom r&b', 'sped up']",257269,0.674,0.759,-8.234,0.472,0.109,134.038,not_edm
376,Rod Wave,45TgXXqMDdF8BkjA83OM7z,Come See Me,0wGVE3BxTW5KCjoLsNlVRB,73,81,['florida rap'],5559324,0.468,0.495,-10.671,0.0,0.171,114.227,not_edm
377,Taylor Swift,06HL4z0CvFAxyc27GXpf02,When Emma Falls in Love (Taylor’s Version) (From The Vault),0zo975x58DlXbZllWvfYhg,78,100,['pop'],88128009,0.474,0.763,-4.632,0.0,0.231,78.133,not_edm
378,Rod Wave,45TgXXqMDdF8BkjA83OM7z,Call Your Friends,1c926G7no7KCvt717X6rgZ,73,81,['florida rap'],5559324,0.577,0.658,-8.281,0.0,0.243,83.297,not_edm
379,NF,6fOMl44jA4Sp5b9PpYCkzz,HAPPY,3ZEno9fORwMA1HPecdLi0R,78,79,"['hip hop', 'pop rap']",9036844,0.732,0.855,-4.064,0.0,0.221,106.004,not_edm
380,(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,Queencard,4uOBL4DDWWVx4RhYKlPbPC,85,75,['k-pop girl group'],7426254,0.815,0.834,-2.828,0.000268,0.692,129.989,not_edm
381,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,Dying Man,4kvjThnfQIsPOKjxx0aZDu,74,87,['contemporary country'],7260552,0.415,0.573,-6.567,0.00449,0.322,80.95,not_edm
382,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,Dead or Alive,25iB3wmUOdPF4mj9lNjbtH,73,80,"['melodic rap', 'pluggnb', 'rap']",6358944,0.667,0.758,-4.935,0.0,0.377,144.98,not_edm
383,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,I Wrote The Book,7phmBo7bB9I9YifAXqnlqV,73,87,['contemporary country'],7260552,0.692,0.808,-3.757,3.75e-05,0.802,143.977,not_edm
384,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,Fell In Love (with Ken Carson),302EsF6DE70LfngVNLlqo5,74,80,"['melodic rap', 'pluggnb', 'rap']",6358944,0.63,0.695,-5.74,0.0,0.115,139.959,not_edm
385,Taylor Swift,06HL4z0CvFAxyc27GXpf02,Speak Now (Taylor's Version),5xXqyjLicvEpch72qEryFT,80,100,['pop'],88128009,0.727,0.677,-2.871,0.0,0.639,118.995,not_edm
386,Megan Moroney,5Ppie0uPnbnvGBYRwYmlt0,I'm Not Pretty,2ePiBvKtQOCBHq9uOlwiiU,73,67,['modern country pop'],157257,0.573,0.795,-5.561,1.78e-05,0.705,128.101,not_edm
387,Stray Kids,2dIgFjalVxs4ThymZ67YCE,S-Class,3gTQwwDNJ42CCLo3Sf4JDd,83,82,"['k-pop', 'k-pop boy group', 'pop']",12831064,0.886,0.781,-1.837,0.0,0.672,104.996,not_edm
388,Lil Yachty,6icQOAFXDZKsumw3YXyusw,SOLO STEPPIN CRETE BOY,7CIvyuVoWcY0LgUYa1aR5J,74,77,"['atl hip hop', 'melodic rap', 'rap', 'trap']",9344042,0.758,0.66,-6.799,0.0,0.551,90.02,not_edm
389,Rod Wave,45TgXXqMDdF8BkjA83OM7z,Fight The Feeling,7l6nGz4gp6HGs5Cvmdeqe4,73,81,['florida rap'],5559324,0.634,0.538,-9.213,0.0,0.152,168.029,not_edm
390,Carin Leon,66ihevNkSYNzRAl44dx6jJ,Primera Cita,25OeKzcqakFPaJlXHPE5lm,86,85,"['corrido', 'musica mexicana', 'sad sierreno', 'sierreno']",8093038,0.535,0.395,-7.805,6.78e-05,0.488,157.795,not_edm
391,Luke Combs,718COspgdWOnwOFpJHRZHS,Love You Anyway,2kYevr8cbIAH2ha8210Bnz,75,83,"['contemporary country', 'country']",9335016,0.532,0.489,-7.419,0.0,0.32,139.807,not_edm
392,Kanii,1S82w4yw9TYIHZ889mPPaW,sins (let me in),6EQLN1Fl8oy46k4FMwhxug,75,71,"['bedroom r&b', 'sped up']",257269,0.654,0.489,-8.523,0.011,0.428,108.951,not_edm
393,Taylor Swift,06HL4z0CvFAxyc27GXpf02,Timeless (Taylor’s Version) (From The Vault),1HCdems7PQZRj42QDWLA0A,78,100,['pop'],88128009,0.624,0.585,-5.847,0.0,0.65,142.883,not_edm
394,Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,Angels (Don’t Always Have Wings),5vZoQQ1hH5L2s4Y8G86ksg,73,72,"['contemporary country', 'country', 'country road', 'modern country rock']",4660762,0.527,0.598,-4.257,0.000153,0.23,66.041,not_edm
395,Rod Wave,45TgXXqMDdF8BkjA83OM7z,Crazy,4RMm3bonEDyYj5aJGkaJqX,73,81,['florida rap'],5559324,0.63,0.438,-11.138,0.0,0.188,160.981,not_edm
396,$uicideboy$,1VPmR4DJC1PlOtd0IADAO0,Finding Shelter In My Larynx,7FzP0ZPkQZpV5rauVyb7R6,74,85,"['cloud rap', 'dark trap', 'new orleans rap', 'underground hip hop']",6083671,0.636,0.697,-7.992,6.15e-06,0.197,75.017,not_edm
397,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Often,18dR6VljfkTb47HJOQ9chv,71,89,"['dance pop', 'pop']",26574094,0.509,0.638,-5.516,0.108,0.593,171.817,not_edm
398,V,3JsHnjpbhX4SnySpvpa9DK,Blue,2UU11hvjN1JIn4iihEodNT,85,84,"['j-division', 'korean ost']",15473152,0.735,0.442,-9.529,0.0011,0.277,128.013,not_edm
399,That Mexican OT,3BAgmPNIK5IJl7zMK1wvMA,Hit List (with BigXthaPlug & Big Yavo),6tiYQ631gOeBb2jCtaIs0R,72,72,['texas latin rap'],380637,0.893,0.513,-7.958,0.0,0.758,126.061,not_edm
400,Taylor Swift,06HL4z0CvFAxyc27GXpf02,The Story Of Us (Taylor's Version),6dTA6y0C2ReQklntzZl8l3,79,100,['pop'],88128009,0.515,0.781,-2.608,0.0,0.57,139.846,not_edm
401,Post Malone,246dkjvS1zLTtiykXe5h60,Something Real,444vevlQjTnKioLLncteGv,77,89,"['dfw rap', 'melodic rap', 'pop', 'rap']",42328624,0.445,0.797,-5.086,0.0,0.267,135.483,not_edm
402,Yeat,3qiHUAX7zY4Qnjx8TNUzVx,My wrist (with Young Thug),2beD5W9IkefQ04IO39XF7w,75,81,"['pluggnb', 'rage rap']",3155816,0.784,0.616,-7.159,0.00592,0.291,137.019,not_edm
403,Yeat,3qiHUAX7zY4Qnjx8TNUzVx,Nun id change,00zk0uua6s2ifh0Nc3ppfW,80,81,"['pluggnb', 'rage rap']",3155816,0.774,0.577,-12.132,0.627,0.148,100.003,not_edm
404,Alex Favela,5TcnuUD5MHBfd1cO4kweWD,ELOVRGA,2TJKY0WSFufZOzbRNgl6zE,88,69,['corrido'],36802,0.793,0.476,-10.515,0.0,0.578,129.992,not_edm
405,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Love Life,4NW3t9GA7CyBisyoROefUs,71,89,"['dance pop', 'pop']",26574094,0.597,0.622,-9.593,0.00299,0.649,82.361,not_edm
406,DaBaby,4r63FhuTkUYltbVAg5TQnk,SHAKE SUMN,3FhZPYvMGSjFc6boVYKlCv,74,79,"['hip hop', 'north carolina hip hop', 'pop rap', 'rap', 'trap']",11217631,0.783,0.768,-8.471,0.0,0.267,143.071,not_edm
407,boygenius,1hLiboQ98IQWhpKeP9vRFw,Not Strong Enough,09DR0sHnQUhHOiSNttc1mv,76,68,['indie pop'],516284,0.508,0.797,-5.854,7.56e-06,0.361,126.982,not_edm
408,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Skull And Bones,3qefkziLSTq2l5H1bRoea8,71,89,"['dance pop', 'pop']",26574094,0.632,0.706,-6.127,5.09e-05,0.501,85.0,not_edm
409,Luke Bryan,0BvkDsjIUla7X0k6CSWh1I,But I Got A Beer In My Hand,3jhV8I9sIPXsjPs2ZOnSaf,73,75,"['contemporary country', 'country', 'country road', 'modern country rock']",8556452,0.404,0.788,-4.355,1.71e-06,0.608,208.138,not_edm
410,BigXthaPlug,6qxpnaukVayrQn6ViNvu9I,Levels,6hgTMdO3CyXlNQJ1K58ruH,72,68,['southern hip hop'],198454,0.801,0.555,-7.47,0.0,0.49,121.935,not_edm
411,Kelsea Ballerini,3RqBeV12Tt7A8xH3zBDDUF,Penthouse,5rCt377EMkCJ0D0sldd5t8,74,71,"['contemporary country', 'country']",1093296,0.499,0.447,-5.083,0.0,0.53,75.068,not_edm
412,jnhygs,0H942IkjXv9bjx5OxoG7kh,SHAKE THAT SHIT!,0zPlzJewGJ8iIxia2bEWDN,77,70,"['sigilkore', 'sped up']",160091,0.445,0.969,-3.37,0.0,0.225,143.887,not_edm
413,A Boogie Wit da Hoodie,31W5EY0aAly4Qieq6OFu6I,Did Me Wrong,2hkcNrUwTVwKqjfUO1Kx3d,74,80,"['melodic rap', 'rap', 'trap']",7749728,0.558,0.657,-4.853,0.0,0.5,91.306,not_edm
414,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,WYM Freestyle,1qimDZEBflJE25RXkF24Yg,71,89,"['dance pop', 'pop']",26574094,0.895,0.486,-5.937,0.00733,0.375,144.064,not_edm
415,NLE Choppa,0ErzCpIMyLcjPiwT4elrtZ,SLUT ME OUT,0WoVfPjxsf9MTvPt9ptqeE,75,79,"['memphis hip hop', 'rap']",6808339,0.938,0.606,-6.396,0.0,0.706,121.108,not_edm
416,Carrie Underwood,4xFUf1FHVy696Q1JQZMTRj,Out Of That Truck,1xdsRkWxWWUkKhh9hRtfYp,73,70,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'country road', 'dance pop', 'pop']",5910495,0.563,0.755,-4.504,0.0,0.811,92.988,not_edm
417,Grupo Firme,1dKdetem2xEmjgvyymzytS,Qué Onda Perdida,3upTB6o5YgeALHgDp3mzte,83,81,"['musica mexicana', 'norteno', 'sierreno']",11029692,0.497,0.501,-4.141,0.0,0.669,109.732,not_edm
418,A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),3ZaEs1O8BG581qYPHpQ8d6,78,81,"['east coast hip hop', 'hip hop', 'rap', 'trap']",12882007,0.47,0.652,-9.629,4.08e-05,0.104,141.981,not_edm
419,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,Gist,6dkffLWo31KnXmwCLsgA2K,73,80,"['melodic rap', 'pluggnb', 'rap']",6358944,0.72,0.614,-5.482,0.0,0.533,75.44,not_edm
420,FISHER,1VJ0briNOlXRtJUAzoUJdt,Atmosphere,1aNUSKBe6UMyMk3pEu9ws7,77,71,"['australian house', 'house']",815069,0.762,0.895,-4.562,0.145,0.755,125.979,edm
421,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,500lbs,6rjuKpPydT2SxN15TZpV7r,74,80,"['melodic rap', 'pluggnb', 'rap']",6358944,0.722,0.785,-5.451,0.0,0.529,122.986,not_edm
422,Beyoncé,6vWDO969PvNqNYHIOW5v0m,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),6l8mgVN9Xf1hiDIFGA6CTE,76,85,"['pop', 'r&b']",36148564,0.784,0.7,-5.289,1.76e-05,0.204,126.015,not_edm
423,YoungBoy Never Broke Again,7wlFDEWiM5OoIAt8RSli8b,Bitch Let's Do It,3EN9CgupFLmuwmHYUPq0ny,73,82,"['baton rouge rap', 'rap']",11863689,0.618,0.83,-4.614,0.0,0.443,82.885,not_edm
424,Fuerza Regida,0ys2OFYzWYB5hRDLCsBqxt,La Tierra del Corrido - Spotify Singles,1oZqJaE23GEn4SOFQcnTPB,82,86,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']",5014307,0.694,0.815,-6.415,6.55e-06,0.943,157.869,not_edm
425,Richard Carter,6jlwBcuB3gOuSR4Hb6MmVU,Le Monde,424DkevE18QJazwlljiTD4,82,62,[],12774,0.763,0.468,-13.288,0.869,0.512,97.599,not_edm
426,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,Eyes Closed,3p7XQpdt8Dr6oMXSvRZ9bg,85,88,"['pop', 'singer-songwriter pop', 'uk pop']",115455763,0.793,0.52,-7.457,0.0,0.309,107.014,not_edm
427,Peso Pluma,12GqGscKJx3aE4t07u7eVZ,LA PEOPLE,1RzjXhgnzqb3dMa5852itx,80,93,"['corridos tumbados', 'sad sierreno']",7723690,0.736,0.862,-4.136,0.0,0.799,145.001,not_edm
428,Ryan Gosling,6kXm2YCtdUOpRYNKeKhfue,I’m Just Ken,3zXIvb4nZ3cTdT8CsbTy3U,79,66,['hollywood'],161901,0.352,0.628,-6.259,4.74e-05,0.387,140.431,not_edm
429,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,Dance The Night,11C4y2Yz1XbHmaQwO06s9f,82,87,"['dance pop', 'pop', 'uk pop']",41829791,0.671,0.845,-4.93,0.0,0.775,110.056,not_edm
430,Toosii,6BH1xcDkwbbyrLMUKECsW1,Pull Up (feat. 21 Savage),4EzkcqltSOxYE2lstuLOFs,74,68,['north carolina hip hop'],1374324,0.939,0.521,-7.468,0.0,0.515,124.995,not_edm
431,Hozier,2FXC3k01G6Gw61bmprjgqS,Eat Your Young,2SXx7Ofa79CeJfio98aJcG,72,81,"['irish singer-songwriter', 'modern rock', 'pov: indie']",5990351,0.546,0.599,-6.442,0.0686,0.331,90.0,not_edm
432,Ovy On The Drums,3m5qlPf2OkihLz3dRYnkPA,EL HECHIZO,1mF6RkY7x1KsDBZS6cV5f1,78,72,"['colombian pop', 'reggaeton colombiano', 'urbano latino']",246233,0.664,0.529,-6.149,5.28e-05,0.439,148.12,not_edm
433,Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,Call Your Mom,3yn01PcU95PTbiZ3xvop2j,74,82,"['pov: indie', 'singer-songwriter pop']",1313751,0.479,0.218,-11.997,3.22e-06,0.171,172.074,not_edm
434,Lil Yachty,6icQOAFXDZKsumw3YXyusw,drive ME crazy!,6luBKkFUt5wTwz7hpLhp12,74,77,"['atl hip hop', 'melodic rap', 'rap', 'trap']",9344042,0.492,0.807,-3.677,0.00275,0.477,107.087,not_edm
435,Rod Wave,45TgXXqMDdF8BkjA83OM7z,Fight The Feeling,4aA7Lrm6rLGHx5kRMVb7NU,72,81,['florida rap'],5559324,0.634,0.538,-9.213,0.0,0.152,168.029,not_edm
436,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,Yves,7DRM6aQqMhVMweZ8H7UBei,72,80,"['melodic rap', 'pluggnb', 'rap']",6358944,0.674,0.736,-6.798,0.0,0.179,140.142,not_edm
437,Sleep Token,2n2RSaZqBuUUukhbLlpnE6,The Summoning,0S38Oso3I9vpDXcTb7kYt9,75,71,['prog metal'],687823,0.395,0.701,-5.471,0.0049,0.148,172.965,not_edm
438,Jimin,1oSPZhvZMIrWW5I41kPkkY,Face-off,3OdIiWnYRHPYtC313Z0Bwy,80,82,['k-pop'],6644898,0.689,0.539,-7.671,1.45e-05,0.239,119.949,not_edm
439,Corey Kent,3sUpZrkehiGBaMzs2h9Mmc,Something's Gonna Kill Me,41cv1emXVm5Su4DWvltXa6,72,64,"['modern country pop', 'texas country']",96652,0.659,0.823,-5.77,1.82e-06,0.405,112.931,not_edm
440,Peso Pluma,12GqGscKJx3aE4t07u7eVZ,LAS MORRAS,0lc2neV7ZzjZExwCIVG2B3,78,93,"['corridos tumbados', 'sad sierreno']",7723690,0.782,0.793,-5.177,6.98e-06,0.869,132.997,not_edm
441,Taylor Swift,06HL4z0CvFAxyc27GXpf02,Haunted (Taylor's Version),4tMzIAFTFdqGBQLdfbPces,77,100,['pop'],88128009,0.427,0.915,-1.909,0.0,0.355,162.201,not_edm
442,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Attention,56uOalQCSny79UjPrefkHy,70,89,"['dance pop', 'pop']",26574094,0.758,0.587,-6.932,0.0173,0.395,87.997,not_edm
443,Kanii,1S82w4yw9TYIHZ889mPPaW,Go (Xtayalive 2),1slDsIJxew9AOOA3v0xFzn,77,71,"['bedroom r&b', 'sped up']",257269,0.603,0.797,-5.279,5.63e-06,0.235,135.438,not_edm
444,Sexyy Red,3DbwFQlvLxRSi2uX8mf81A,Looking For The Hoes (Ain’t My Fault),4LadsagnXZM7SEOpHjHIHA,72,70,['trap queen'],217460,0.681,0.686,-5.259,0.0,0.568,151.137,not_edm
445,Manuel Turizo,0tmwSHipWxN12fsoLcFU3B,DE LUNES A LUNES,7yci6r0cjX0Np5AshDZOsR,83,83,"['colombian pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",13110333,0.574,0.801,-3.728,0.0,0.77,132.538,not_edm
446,Dominic Fike,6USv9qhCn6zfxlBQIYJ9qs,Mona Lisa (Spider-Man: Across the Spider-Verse),37CoOXIsgF3NzbK1zHZetk,78,77,"['alternative pop rock', 'pov: indie']",1329275,0.759,0.646,-7.603,0.0,0.445,111.043,not_edm
447,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,TEC,14QI6pBFZ9UtMqze2QdJhm,72,80,"['melodic rap', 'pluggnb', 'rap']",6358944,0.649,0.595,-5.837,0.0,0.196,138.125,not_edm
448,jnhygs,0H942IkjXv9bjx5OxoG7kh,JERK!,6FRiFD0r9Mnv9VFnW4A7wB,76,70,"['sigilkore', 'sped up']",160091,0.594,0.553,-4.595,0.0,0.209,94.556,not_edm
449,Lil Yachty,6icQOAFXDZKsumw3YXyusw,Strike (Holster),7iTTWHbr4tAlsRJN4m4bay,74,77,"['atl hip hop', 'melodic rap', 'rap', 'trap']",9344042,0.851,0.642,-5.281,0.0,0.701,143.091,not_edm
450,BLACKPINK,41MozSoPIsD1dJM0CLPjZF,THE GIRLS - BLACKPINK THE GAME OST,1mFpMoeZfkIqtqW2AfQ8ba,81,83,"['k-pop', 'k-pop girl group', 'pop']",45979112,0.715,0.738,-4.42,0.0,0.36,160.07,not_edm
451,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Balut,3yeVb5di44wD6CZ2sJromR,69,89,"['dance pop', 'pop']",26574094,0.778,0.626,-4.329,0.127,0.377,148.022,not_edm
452,Alana Springsteen,4TPT9nwjRvEV49q7f8p4fy,goodbye looks good on you (feat. Mitchell Tenpenny),4K3tnAfDLPZPvc3lzsrjoq,72,58,"['contemporary country', 'country pop', 'modern country pop']",51250,0.667,0.671,-4.2,0.0,0.695,83.962,not_edm
453,Mae Stephens,311uEW9rt5g2NmzjGEKS2E,If We Ever Broke Up,6maTPqynTmrkWIralgGaoP,83,67,['singer-songwriter pop'],140956,0.898,0.732,-3.982,1.29e-05,0.96,115.955,not_edm
454,Hozier,2FXC3k01G6Gw61bmprjgqS,De Selby (Part 2),3SRtygyWBQnoxuOPtdBPm2,72,81,"['irish singer-songwriter', 'modern rock', 'pov: indie']",5990351,0.598,0.861,-5.351,0.000652,0.644,161.956,not_edm
455,Carly Pearce,4sIl4BTo9l9KqEi0Y3RE72,We Don't Fight Anymore,2dPwBKr5uJeCeyd5IoWi8W,72,63,"['contemporary country', 'country', 'country road', 'modern country rock']",344616,0.619,0.564,-6.517,0.0,0.419,129.944,not_edm
456,Rauw Alejandro,1mcTU81TzQhprhouKaTkpq,PICARDÍA,05OnZaYopHpb0z7ktT2FIF,81,87,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",18722812,0.617,0.655,-3.616,6.17e-06,0.626,173.891,not_edm
457,Laufey,7gW0r5CkdEUMm42w9XpyZO,From The Start,43iIQbw5hx986dUEZbr3eN,76,79,['gen z singer-songwriter'],1778607,0.664,0.405,-7.413,0.000765,0.743,81.89,not_edm
458,Xavi,3Me35AWHCGqW4sZ7bWWJt1,La Víctima,5XVdHRf4CAJ2Jm0uMIy5qY,77,63,['sad sierreno'],104963,0.778,0.835,-3.598,0.0,0.666,140.082,not_edm
459,Código FN,4A4qYy2jK9DDN1OHV0nLkH,Mood Malandro,0zhymr6RqNuvp0RMIvdpdA,84,69,"['corrido', 'corridos tumbados', 'musica mexicana', 'norteno', 'sad sierreno']",844115,0.723,0.778,-5.65,3.57e-06,0.791,104.423,not_edm
460,Grupo Marca Registrada,1gW6pz5n1aK249L0GvfQCC,Di Que Si,0kzN7YAMSbmlHOvxlbQW9y,79,79,"['corrido', 'norteno', 'sad sierreno']",3189548,0.57,0.589,-5.378,0.0,0.796,182.318,not_edm
461,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,Salty,3YcOIEVaosMwND6mYRgzVe,71,80,"['melodic rap', 'pluggnb', 'rap']",6358944,0.403,0.606,-8.078,0.0,0.161,145.842,not_edm
462,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,HVN ON EARTH (with Kodak Black),4CIyxiObT9G35HrSItAblR,73,80,"['melodic rap', 'pluggnb', 'rap']",6358944,0.734,0.649,-5.12,0.000664,0.239,132.038,not_edm
463,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Agora Hills,5PyDJG7SQRgWXefgexqIge,70,89,"['dance pop', 'pop']",26574094,0.755,0.687,-6.247,0.000177,0.381,123.01,not_edm
464,Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,Paul Revere,1dHtMSJ1Ozg2Ja6GX4McAO,73,82,"['pov: indie', 'singer-songwriter pop']",1313751,0.705,0.387,-9.599,0.0,0.493,107.931,not_edm
465,Taylor Swift,06HL4z0CvFAxyc27GXpf02,Last Kiss (Taylor's Version),59KOoHFcw5XfICnO57holu,77,100,['pop'],88128009,0.55,0.366,-8.46,4.43e-06,0.16,79.401,not_edm
466,Rod Wave,45TgXXqMDdF8BkjA83OM7z,2018,1VSJTVzLy3NfHQB6DpjKk9,72,81,['florida rap'],5559324,0.348,0.45,-13.126,3.47e-06,0.497,178.65,not_edm
467,Bryan Martin,0ChjBYedhZTQnWZWQYg15U,Wolves Cry,7yyRhjoCsdt5dDpFz2CImD,72,68,['modern country pop'],96890,0.637,0.742,-5.723,7.74e-06,0.518,76.969,not_edm
468,Rod Wave,45TgXXqMDdF8BkjA83OM7z,Love For A Thug,694k4TfDqOqmhebj79li54,71,81,['florida rap'],5559324,0.655,0.499,-13.269,1.83e-06,0.268,83.493,not_edm
469,Jhayco,6nVcHLIgY5pE2YCl8ubca1,Ex-Special,4ix1NGkHZEiVyzoQ6cEVs3,82,84,"['reggaeton', 'trap latino', 'urbano latino']",6779428,0.782,0.747,-3.408,0.0,0.644,119.993,not_edm
470,Post Malone,246dkjvS1zLTtiykXe5h60,Chemical,7jvtmQ3onpWeUm7dyFSSSc,76,89,"['dfw rap', 'melodic rap', 'pop', 'rap']",42328624,0.486,0.899,-4.713,0.0,0.356,169.934,not_edm
471,Carin Leon,66ihevNkSYNzRAl44dx6jJ,No Es Por Acá,6tEl8GwFJEFyxZAO1ibTRF,82,85,"['corrido', 'musica mexicana', 'sad sierreno', 'sierreno']",8093038,0.742,0.37,-6.311,0.0,0.597,97.534,not_edm
472,TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,Do It Like That,7kaFsQygyiCqRboWCXztxZ,81,78,"['k-pop', 'k-pop boy group']",8726141,0.772,0.921,-3.221,0.0,0.842,119.992,not_edm
473,Peso Pluma,12GqGscKJx3aE4t07u7eVZ,Las Morras,7Lkxvfl2rkNYWS4kBDCQtN,79,93,"['corridos tumbados', 'sad sierreno']",7723690,0.777,0.841,-4.641,7.58e-05,0.901,133.007,not_edm
474,Tito Double P,5eumcnUkdmGvkvcsx1WFNG,DEMBOW BÉLICO,0FkD2FHEZrZIofVkY6XPFK,81,71,[],85229,0.881,0.551,-6.41,0.16,0.196,119.951,not_edm
475,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,K-POP (feat. Bad Bunny & The Weeknd),4o82J5zr4DFEs9yj5szCVX,78,93,"['hip hop', 'rap', 'slap house']",24421243,0.813,0.621,-5.614,2.74e-06,0.545,121.057,not_edm
476,Sebastian Yatra,07YUOmWljBTXwIseAUd9TW,VAGABUNDO,1MB8kTH7VKvAMfL9SHgJmG,87,80,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'urbano latino']",22551099,0.817,0.851,-3.309,0.0,0.886,127.019,not_edm
477,TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,Back for More (with Anitta),6uTPA1xlcsk6dbchB2dhzl,83,78,"['k-pop', 'k-pop boy group']",8726141,0.785,0.897,-3.447,0.0,0.891,115.916,not_edm
478,Calvin Harris,7CajNmpbOovFoOoasH2HaY,Desire (with Sam Smith),22dUzMFttcR3uU17NcOAIv,87,85,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",23672276,0.587,0.924,-5.433,0.0171,0.509,140.009,edm
479,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"One Of The Girls (with JENNIE, Lily Rose Depp)",7CyPwkp0oE8Ro9Dd5CUDjW,85,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.522,0.641,-6.287,0.0,0.202,87.51,not_edm
