,artist_name,artist_id,track_name,track_id,popularity,artist_popularity,genres,followers,danceability,energy,loudness,instrumentalness,valence,tempo,is_edm
511,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,good 4 u,12n3MoexWSm5xCUK0Y7Iky,0,91,['pop'],28557065,0.556,0.661,-5.052,0.0,0.668,168.56,not_edm
512,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,traitor,3spy1O0P49yuC4Ex1Nr6m1,0,91,['pop'],28557065,0.38,0.339,-7.885,0.0,0.0849,100.607,not_edm
513,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,"1 step forward, 3 steps back",1wYqL0qVeNSzYQWioMSkvl,0,91,['pop'],28557065,0.473,0.203,-12.627,0.0,0.419,168.884,not_edm
514,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,good 4 u,6fEiBTV8QuLvxpPMt6U3Sx,0,91,['pop'],28557065,0.556,0.661,-5.052,0.0,0.668,168.56,not_edm
515,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,traitor,7jTJ3OC6sEookHAZRxjB9P,0,91,['pop'],28557065,0.38,0.339,-7.885,0.0,0.0849,100.607,not_edm
516,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,good 4 u,7ysR89e6VxAgwWzzQGp9tj,0,91,['pop'],28557065,0.556,0.661,-5.052,0.0,0.668,168.56,not_edm
517,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,good 4 u,2mI90L5kDgjPAtdL7klsUl,0,91,['pop'],28557065,0.556,0.661,-5.052,0.0,0.668,168.56,not_edm
518,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,good 4 u,5tV9aZqL4wcBqrOPHWYGXj,0,91,['pop'],28557065,0.556,0.661,-5.052,0.0,0.668,168.56,not_edm
519,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,good 4 u,13VkaUIqrdIPnCeRHYvkS5,0,91,['pop'],28557065,0.556,0.661,-5.052,0.0,0.668,168.56,not_edm
520,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,deja vu,6omrNXX7CVXuMBQmOLxUff,0,91,['pop'],28557065,0.439,0.61,-7.236,1.07e-05,0.172,181.088,not_edm
521,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,deja vu,5HJa8FXXCGDoLpGUpK91EW,0,91,['pop'],28557065,0.439,0.61,-7.236,1.07e-05,0.172,181.088,not_edm
522,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,drivers license,7DKRsIO0vU713dYxrgwWE8,0,91,['pop'],28557065,0.585,0.436,-8.761,1.31e-05,0.132,143.874,not_edm
523,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,happier,51KMPOxTpuwSQwrIm6wsJY,0,91,['pop'],28557065,0.395,0.443,-9.72,9.67e-06,0.338,168.924,not_edm
524,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,happier,70LW73XHp8l45wzzD7Ji0F,0,91,['pop'],28557065,0.395,0.443,-9.72,9.67e-06,0.338,168.924,not_edm
525,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,good 4 u,5OXl8suhC9wDjAM7ix4UBB,0,91,['pop'],28557065,0.556,0.661,-5.052,0.0,0.668,168.56,not_edm
526,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,good 4 u,4jqvODy033Z2GUhNVZHyx7,0,91,['pop'],28557065,0.556,0.661,-5.052,0.0,0.668,168.56,not_edm
527,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,good 4 u,2ktSBHajTjgN8YPPFOvINW,0,91,['pop'],28557065,0.556,0.661,-5.052,0.0,0.668,168.56,not_edm
528,YOASOBI,64tJ2EAv1R6UaZqc4iOCyj,アイドル,7ovUcF5uHTBRzUpB6ZOmvt,86,76,"['j-pop', 'japanese teen pop']",6460681,0.574,0.935,-2.783,1.07e-06,0.836,166.008,not_edm
529,Daniel Caesar,20wkVLutqVOYrc0kxFs7rA,Always,2LlOeW5rVcvl3QcPNPcDus,83,79,['canadian contemporary r&b'],4553687,0.603,0.441,-8.178,1.46e-06,0.167,136.137,not_edm
530,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,drivers license,33i91WIHnc2wprnW4fEhQE,0,91,['pop'],28557065,0.575,0.425,-8.821,1.48e-05,0.15,144.004,not_edm
531,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,deja vu,0T5d01MUbaPPDMjCEB04g7,0,91,['pop'],28557065,0.439,0.61,-7.236,1.07e-05,0.172,181.088,not_edm
532,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,good 4 u,281mjQwVQbbOTTtGI0ca10,0,91,['pop'],28557065,0.556,0.661,-5.052,0.0,0.668,168.56,not_edm
533,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,deja vu,3jo6IOhvMKY4U6OUyr3AUw,1,91,['pop'],28557065,0.439,0.61,-7.236,1.07e-05,0.172,181.088,not_edm
534,Mora,0Q8NcsJwoCbZOHHW63su5S,REINA,0QRHOAeU8JRaVVn3UoZBih,88,86,"['trap latino', 'urbano latino']",2810804,0.724,0.578,-7.117,1.06e-06,0.757,167.985,not_edm
535,Victoria Monét,63XBtGSEZINSyXylZxEUbv,On My Mama,7DswEZZthZ6piQpL25qGAM,73,70,['alternative r&b'],794551,0.675,0.546,-7.716,0.00441,0.607,77.415,not_edm
536,Brothers Osborne,39NR3AUhpbbqKM33vWn2fp,Nobody's Nobody,1Q7kOSZkgeCkVpWRmNBAcI,71,64,"['contemporary country', 'country', 'country road', 'modern country rock', 'modern southern rock']",1208812,0.58,0.755,-6.239,0.113,0.651,94.905,not_edm
537,Sexyy Red,3DbwFQlvLxRSi2uX8mf81A,Pound Town 2 (feat. Nicki Minaj & Tay Keith),6IEXjer2qbXhRLFv99NQQv,72,70,['trap queen'],217460,0.637,0.634,-8.126,0.0,0.49,178.037,not_edm
538,Flyana Boss,0CLW5934vy2XusynS1px1S,You Wish,0aoLgGE9S9qMjIGtTgpnNd,74,58,[],135061,0.833,0.848,-3.703,0.0,0.934,160.114,not_edm
539,Young Nudy,5yPzzu25VzEk8qrGTLIrE1,Peaches & Eggplants (feat. Latto & Sexyy Red),1BmI4EYdfzbg8DlV6pHYrY,72,72,"['pluggnb', 'rap', 'trap']",1315391,0.908,0.561,-7.683,0.0,0.559,146.018,not_edm
540,Moneybagg Yo,3tJoFztHeIJkJWMrx0td2f,Keep It Low (feat. Future),293QwzG48nRXlqk5lGDUbw,72,75,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",4036256,0.786,0.698,-4.697,0.0,0.168,154.954,not_edm
541,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,U Don't Know Tec,1N07KMMtQW7YUzAtmroYOq,70,80,"['melodic rap', 'pluggnb', 'rap']",6358944,0.646,0.567,-5.293,0.0,0.25,160.926,not_edm
542,Rauw Alejandro,1mcTU81TzQhprhouKaTkpq,LOKERA,1aUq8rjW1EwkAkMri4VfJy,79,87,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",18722812,0.836,0.826,-2.66,6.03e-06,0.579,102.025,not_edm
543,6YNTHMANE,24YUNOEuu3kf4OOtC8cQE5,BRAZILIAN DANÇA PHONK,6yVjjQA31SLM1kc4j5jPwF,85,67,[],55298,0.748,0.99,-2.39,0.132,0.386,126.015,not_edm
544,Os Barões Da Pisadinha,5Lv2GUVwqmQBPwrTrxucE5,Não Deixa Eu Saber,4C1zrTdEYE55CfWuYlYZ28,79,68,"['agronejo', 'arrocha', 'forro', 'piseiro', 'sertanejo universitario']",6943482,0.688,0.798,-4.225,0.0,0.951,149.96,not_edm
545,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,Used2This,0EKAROsLKmddZmMrf4Sf37,70,80,"['melodic rap', 'pluggnb', 'rap']",6358944,0.691,0.703,-6.052,0.0,0.21,145.054,not_edm
546,Iniko,2ih5M0aTrQ97JX1nZuxDQY,Jericho,4ztdjZ2t7BVo5DLIFQBdJh,80,63,['high vibe'],552297,0.721,0.541,-8.924,0.0,0.616,153.919,not_edm
547,Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,"Your Needs, My Needs",5S9hlmzNQwZuhynLfxZ8Lg,72,82,"['pov: indie', 'singer-songwriter pop']",1313751,0.346,0.149,-12.156,0.000117,0.259,155.422,not_edm
548,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,Dead or Alive,5itTZ7kNRBl65Nn1QO9Ax9,72,80,"['melodic rap', 'pluggnb', 'rap']",6358944,0.663,0.78,-4.951,0.0,0.356,144.972,not_edm
549,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Die For You (with Ariana Grande) - Remix,4W4fNrZYkobj539TOWsLO2,83,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.575,0.5,-7.594,0.0,0.506,67.033,not_edm
550,LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,"Eve, Psyche & The Bluebeard’s wife",4QhnNyKDsAkXPwHkSnuc89,81,75,['k-pop girl group'],3122887,0.663,0.872,-5.056,0.0,0.626,142.951,not_edm
551,Yandel,0eHQ9o50hj6ZDNBt6Ys1sD,Yandel 150,4FAKtPVycI4DxoOHC01YqD,84,78,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",7285881,0.783,0.729,-3.549,0.000272,0.58,167.968,not_edm
552,Summer Walker,57LYzLEk2LcFghVwuWbcuS,"To Summer, From Cole - Audio Hug",2f86Ae3R4OKAu1lEIqouih,74,78,"['r&b', 'rap']",5481064,0.735,0.459,-10.164,2.04e-06,0.583,74.052,not_edm
553,Bailey Zimmerman,3win9vGIxFfBRag9S63wwf,Where It Ends,0wXThIDxO3YRJCpPgnmbkw,72,74,"['contemporary country', 'modern country pop']",661828,0.431,0.837,-5.067,0.0,0.648,170.041,not_edm
554,Oliver Anthony Music,6IkfE2JyVoKwBZXvuytKX3,I Want to go Home,6AF00PUvxgVktZBMs7Apd4,72,73,['modern country pop'],657499,0.692,0.0436,-13.093,0.0,0.197,104.891,not_edm
555,Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,FAN,166lmjn9xjWj1AEdGX8PYh,75,78,"['atl hip hop', 'pop rap', 'rap', 'trap']",2973345,0.676,0.844,-4.831,0.0,0.424,163.992,not_edm
556,Post Malone,246dkjvS1zLTtiykXe5h60,Mourning,0gWrMbx6pbdH3n3nsLjE55,77,89,"['dfw rap', 'melodic rap', 'pop', 'rap']",42328624,0.596,0.651,-4.604,0.0,0.255,73.959,not_edm
557,USHER,23zg3TcAtWQy7J6upgbUnj,Good Good,0J1YRLYhTG1MBosjidD7OI,74,79,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",10816625,0.753,0.669,-4.914,0.0,0.584,140.948,not_edm
558,Old Dominion,6y8XlgIV8BLlIg1tT1R10i,Can't Break Up Now,3vsdSgCvepm6kroIPLa4Oz,71,70,"['contemporary country', 'country', 'country road', 'modern country rock']",1413452,0.46,0.571,-5.85,0.0,0.528,138.629,not_edm
559,DENNIS,6xlRSRMLgZbsSNd0BMobwy,Tá OK (Remix),35FW5OEe4p38LdjK1KqT2X,81,72,"['funk carioca', 'funk das antigas', 'sertanejo universitario']",2168962,0.882,0.934,-1.479,0.0024,0.611,130.032,not_edm
560,Jimin,1oSPZhvZMIrWW5I41kPkkY,Like Crazy (English Version),6EY9e6LyPWmL8hUS5E1P0h,79,82,['k-pop'],6644898,0.623,0.755,-5.386,0.0,0.32,119.957,not_edm
561,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,Trippin On U,346ittEDcO0iunrqX0iDi1,70,80,"['melodic rap', 'pluggnb', 'rap']",6358944,0.626,0.558,-8.055,0.0,0.151,145.086,not_edm
562,boygenius,1hLiboQ98IQWhpKeP9vRFw,Cool About It,5PJH1U5Iie893v48Fl9yaC,75,68,['indie pop'],516284,0.565,0.203,-13.656,0.0,0.408,93.213,not_edm
563,Dan + Shay,7z5WFjZAIYejWy0NI5lv4T,Save Me The Trouble,7hZTywPKMdVjJzwdWu11BK,71,72,"['contemporary country', 'country', 'country road']",3078751,0.444,0.629,-4.435,0.0,0.376,134.931,not_edm
564,Post Malone,246dkjvS1zLTtiykXe5h60,Overdrive,3t0ic4mkhvhamrKDkulB8v,78,89,"['dfw rap', 'melodic rap', 'pop', 'rap']",42328624,0.555,0.729,-5.062,0.000139,0.482,139.864,not_edm
565,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,PARASAIL (feat. Yung Lean & Dave Chappelle),2Q0aElTZQtEUsoiaQfizu6,77,93,"['hip hop', 'rap', 'slap house']",24421243,0.361,0.395,-8.51,0.00356,0.208,75.923,not_edm
566,Peso Pluma,12GqGscKJx3aE4t07u7eVZ,ZAPATA,3CEk3KwDixeCKOVPacup7L,78,93,"['corridos tumbados', 'sad sierreno']",7723690,0.688,0.821,-6.042,8.46e-05,0.744,138.049,not_edm
567,Rod Wave,45TgXXqMDdF8BkjA83OM7z,Checkmate,0qa1qa4OCFCfgiNYLjMzCH,71,81,['florida rap'],5559324,0.731,0.622,-8.237,0.0,0.445,82.494,not_edm
568,Chelsea Cutler,5JMLG56F1X5mFmWNmS0iAp,Your Bones,6bIJHwyaNb1txgOKbYh0rH,74,67,['alt z'],691990,0.668,0.618,-7.764,2.48e-06,0.364,105.049,not_edm
569,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,Peppers (feat. Tommy Genesis),2Rlso2ZNV0PaWwUYeeBYxx,79,90,"['art pop', 'pop']",28429585,0.487,0.515,-11.767,0.176,0.35,156.738,not_edm
570,Oliver Anthony Music,6IkfE2JyVoKwBZXvuytKX3,Ive Got to Get Sober,1ldpep1bx3l8lsjSiv6AF6,72,73,['modern country pop'],657499,0.708,0.0893,-13.047,2.3e-06,0.397,124.225,not_edm
571,Brett Young,0fiWOxhsBsQQvFDtxUQWo0,Dance With You,5SIb4S2seQAeCHPXxiNHBL,71,66,"['contemporary country', 'country', 'country road', 'modern country rock']",1023744,0.546,0.509,-6.683,8.02e-06,0.525,169.875,not_edm
572,aespa,6YVMFz59CuY7ngCxTxjpxE,Better Things,6zZWoHlF2zNSLUNLvx4GUl,80,74,['k-pop girl group'],3746100,0.782,0.767,-5.383,0.00323,0.548,115.027,not_edm
573,Jimin,1oSPZhvZMIrWW5I41kPkkY,Alone,5Hfnps0jaWFpYg55WOPexG,79,82,['k-pop'],6644898,0.593,0.446,-7.776,0.0,0.168,102.057,not_edm
574,Muscadine Bloodline,0EyZDKtc41e4A3a3v69MxD,Me On You,1wwjfgCUXaupR7q3tv6ZXN,72,64,['modern country pop'],208612,0.72,0.798,-5.42,0.0,0.949,97.918,not_edm
575,Gabby Barrett,6Iz3eq2aQGFf7TbGT2iahL,Glory Days,7qaMlLPdwNiiU1Uiy1oAdO,71,63,['contemporary country'],287668,0.647,0.776,-5.221,0.0,0.268,103.919,not_edm
576,Grupo Marca Registrada,1gW6pz5n1aK249L0GvfQCC,Di Que Sí,0pliiCOWPN0IId8sXAqNJr,76,79,"['corrido', 'norteno', 'sad sierreno']",3189548,0.571,0.584,-5.38,0.0,0.783,182.317,not_edm
577,Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo,There I Go (feat. J. Cole & Mike WiLL Made-It),1llzRvV9QpuNHjPu0rVQSp,73,76,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",5043889,0.852,0.735,-3.6,0.0,0.572,90.505,not_edm
578,Eslabon Armado,0XeEobZplHxzM9QzFQWLiR,Quedate Conmigo,2lqHosXoRrzxh42th6Mi7a,75,80,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']",4776064,0.722,0.588,-6.027,0.0,0.636,87.876,not_edm
579,Brray,1GKIlPFdcewHtpDVCQ8zmJ,Corazón Roto - Remix,6k5wiT5l9DK8iZmhvEvoqo,85,75,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",312932,0.843,0.794,-4.686,1.22e-06,0.796,92.998,not_edm
580,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,Need Me,6hAsChsFiKALkmIishhyVT,70,80,"['melodic rap', 'pluggnb', 'rap']",6358944,0.707,0.646,-5.87,0.0,0.726,100.047,not_edm
581,Young Miko,3qsKSpcV3ncke3hw52JSMB,wiggy,4xU4XeklG562EnanWzpY3A,85,82,"['trap latino', 'urbano latino']",1244313,0.835,0.786,-5.292,0.0,0.714,92.831,not_edm
582,BTS,3Nrfpe0tUJi4K4DXYWgMUX,Take Two,5IAESfJjmOYu7cHyX557kz,85,87,"['k-pop', 'k-pop boy group', 'pop']",70167318,0.617,0.589,-5.978,0.0,0.566,92.991,not_edm
583,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,Either Way,30kR4o9ClDoZkZmgaXmbQ1,69,80,"['melodic rap', 'pluggnb', 'rap']",6358944,0.831,0.482,-7.109,0.0,0.513,121.031,not_edm
584,KAROL G,790FomKkXshlbRYZFtlgla,CAIRO,16dUQ4quIHDe4ZZ0wF1EMN,80,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.957,0.677,-3.979,0.000438,0.469,115.0,not_edm
585,"Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,SORRY NOT SORRY,410ZZP746AQeiywhKvXWCo,73,84,"['hip hop', 'rap']",12755329,0.481,0.797,-4.094,0.0,0.495,96.237,not_edm
586,KAROL G,790FomKkXshlbRYZFtlgla,PROVENZA,4Tkds5ZK2N8fro28ygjW86,0,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.863,0.502,-7.912,0.00765,0.567,111.029,not_edm
587,KAROL G,790FomKkXshlbRYZFtlgla,KÁRMIKA,1Yo9QQRqXzCqIge86lnlh0,0,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.872,0.65,-5.248,0.0,0.732,97.077,not_edm
588,KAROL G,790FomKkXshlbRYZFtlgla,EL MAKINON,2pOWCdSRoULHIfseNr35Tq,0,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.689,0.705,-3.224,1.06e-06,0.456,89.109,not_edm
589,KAROL G,790FomKkXshlbRYZFtlgla,TQG,1DfIKKuAHjJeEuRDkAcZpj,1,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.839,0.65,-3.38,0.0,0.7,90.015,not_edm
590,KAROL G,790FomKkXshlbRYZFtlgla,X SI VOLVEMOS,41lP9YCAzDezpoR55dIWUK,0,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.796,0.806,-3.441,0.0,0.56,178.007,not_edm
591,KAROL G,790FomKkXshlbRYZFtlgla,PROVENZA,7Fp1yfYYzX45h0WJjGy4hN,1,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.863,0.502,-7.912,0.00765,0.567,111.029,not_edm
592,KAROL G,790FomKkXshlbRYZFtlgla,La Vida Continuó,2C8dJiWHFFxoqTcpOqX1zo,1,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.808,0.834,-3.141,0.0,0.761,153.95,not_edm
593,KAROL G,790FomKkXshlbRYZFtlgla,TQG,6w6rglJhNyhPrTPdqpd4y7,0,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.839,0.65,-3.38,0.0,0.7,90.015,not_edm
594,KAROL G,790FomKkXshlbRYZFtlgla,MIENTRAS ME CURO DEL CORA,44qNY7k8g4wS4CvqcplbAz,0,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.564,0.477,-6.786,0.0,0.57,80.891,not_edm
595,KAROL G,790FomKkXshlbRYZFtlgla,Ahora Me Llama - Remix,76DzZxjMSyg9JYmPbdJNSJ,0,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.668,0.613,-7.05,4.42e-05,0.219,135.036,not_edm
596,KAROL G,790FomKkXshlbRYZFtlgla,SOLA ES MEJOR,0NbrcffuXYCopbHLYvYlnM,0,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.791,0.784,-3.74,0.000183,0.662,160.082,not_edm
597,KAROL G,790FomKkXshlbRYZFtlgla,La Dama,29IwfJATjJtJ2urD17rWGA,0,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.844,0.781,-5.856,0.000154,0.734,100.01,not_edm
598,KAROL G,790FomKkXshlbRYZFtlgla,MIENTRAS ME CURO DEL CORA,13mxSC863DzDpUsjsWb1h4,1,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.564,0.477,-6.786,0.0,0.57,80.891,not_edm
599,KAROL G,790FomKkXshlbRYZFtlgla,Casi Nada - Nando Pro Remix,0J1Sj0CzW8QsgAredL5BA9,1,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.745,0.8,-5.008,0.0,0.763,102.009,not_edm
600,KAROL G,790FomKkXshlbRYZFtlgla,La Dama,4ltd7adgqzocflFOSoMXUS,0,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.844,0.781,-5.856,0.000154,0.734,100.01,not_edm
601,KAROL G,790FomKkXshlbRYZFtlgla,QLONA,7xl9y5StEshQ4ENbJ1p3K8,0,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.843,0.741,-7.486,1.88e-06,0.45,169.933,not_edm
602,KAROL G,790FomKkXshlbRYZFtlgla,MIENTRAS ME CURO DEL CORA,3AkBlZtFOYK0mHMPmqZg25,0,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.564,0.477,-6.786,0.0,0.57,80.891,not_edm
603,KAROL G,790FomKkXshlbRYZFtlgla,MI EX TENÍA RAZÓN,6ELA71729lTyaoWED4CoWg,0,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.642,0.727,-4.969,0.0,0.805,159.881,not_edm
604,KAROL G,790FomKkXshlbRYZFtlgla,MAÑANA SERÁ BONITO,1opZMfFdWUyylWfb50WdQL,0,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.77,0.726,-4.546,1.5e-05,0.238,91.992,not_edm
605,KAROL G,790FomKkXshlbRYZFtlgla,BICHOTA,5cACcA9hB1jGpyEk98ZQ8o,0,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.863,0.666,-4.158,0.000493,0.838,163.908,not_edm
606,KAROL G,790FomKkXshlbRYZFtlgla,MAÑANA SERÁ BONITO,20ZLyPuh6bOgezy2DvdC87,1,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.77,0.726,-4.546,1.5e-05,0.238,91.992,not_edm
607,KAROL G,790FomKkXshlbRYZFtlgla,EL MAKINON,1eH2zxLhGrbB8c3DubZna2,0,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.689,0.705,-3.224,1.06e-06,0.456,89.109,not_edm
608,KAROL G,790FomKkXshlbRYZFtlgla,OJOS FERRARI,5hksZRK0LjHQneR6u8VXEq,0,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.899,0.711,-2.78,4.49e-05,0.647,124.081,not_edm
609,KAROL G,790FomKkXshlbRYZFtlgla,TQG,0MNHwaFuAfbjWsGKIecct4,0,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.839,0.65,-3.38,0.0,0.7,90.015,not_edm
610,KAROL G,790FomKkXshlbRYZFtlgla,AMARGURA,4wFtSkVRTpID0FSxsZNPJe,0,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.921,0.704,-3.396,0.0,0.519,106.989,not_edm
611,KAROL G,790FomKkXshlbRYZFtlgla,MIENTRAS ME CURO DEL CORA,5qqK9jcmPAdz0WcpUtfk3f,0,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.564,0.477,-6.786,0.0,0.57,80.891,not_edm
612,KAROL G,790FomKkXshlbRYZFtlgla,200 COPAS,2gZQvBXu5W4cs8kmS6UMNn,0,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.518,0.703,-5.25,0.0,0.884,91.225,not_edm
613,KAROL G,790FomKkXshlbRYZFtlgla,PROVENZA,02dTotIsETtcL9W4D7Xb8l,0,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.863,0.502,-7.912,0.00765,0.567,111.029,not_edm
614,KAROL G,790FomKkXshlbRYZFtlgla,Follow,6EMFNV6svjphUWBUtL5bIB,0,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.735,0.788,-4.375,5.82e-06,0.453,168.996,not_edm
615,KAROL G,790FomKkXshlbRYZFtlgla,Punto G,2WcjqsHq5L14ERLDLMXzVi,0,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.791,0.746,-4.716,0.000125,0.903,165.994,not_edm
616,KAROL G,790FomKkXshlbRYZFtlgla,BICHOTA,4pckXaCpWVdCXN33PYPqI4,0,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.863,0.666,-4.158,0.000493,0.838,163.908,not_edm
617,KAROL G,790FomKkXshlbRYZFtlgla,MIENTRAS ME CURO DEL CORA,4bwuzNkS0hzbJZCPjDveJf,1,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.564,0.477,-6.786,0.0,0.57,80.891,not_edm
618,Luke Combs,718COspgdWOnwOFpJHRZHS,Where the Wild Things Are,0eBFgRxyVSeuT4iyrbukdn,74,83,"['contemporary country', 'country']",9335016,0.708,0.731,-4.872,4.47e-06,0.379,116.975,not_edm
619,Laufey,7gW0r5CkdEUMm42w9XpyZO,Promise,08PdFBcXzpkn1cWNgmKqhn,75,79,['gen z singer-songwriter'],1778607,0.263,0.112,-16.55,8.5e-05,0.0903,76.244,not_edm
620,KAROL G,790FomKkXshlbRYZFtlgla,TQG,18DWOLQ2g1IjDDaDsNGJIW,0,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.839,0.65,-3.38,0.0,0.7,90.015,not_edm
621,KAROL G,790FomKkXshlbRYZFtlgla,MIENTRAS ME CURO DEL CORA,4XbjD6xYij8gIXy3WzIZKE,0,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.564,0.477,-6.786,0.0,0.57,80.891,not_edm
622,KAROL G,790FomKkXshlbRYZFtlgla,Ganas De Ti,1fJXZxM14q4VKeyPj6888T,0,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.831,0.666,-7.214,3.35e-06,0.295,106.007,not_edm
623,KAROL G,790FomKkXshlbRYZFtlgla,CAROLINA,3EzyASqSJ1pStEqcUkQpyf,0,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.721,0.75,-4.149,0.00422,0.697,82.384,not_edm
624,KAROL G,790FomKkXshlbRYZFtlgla,Bebesita,2R2crQTxwu0W4ppiAIMp4x,0,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.714,0.826,-3.897,1.63e-05,0.742,91.997,not_edm
