,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,key,mode,type
344,0.396,0.244,-11.391,0.0355,0.725,8.29e-05,0.111,0.178,172.399,3fKpSA5w8iqLe9sNdIDESW,274790,4,0.0,1.0,audio_features
345,0.496,0.885,-2.969,0.0803,0.000886,0,0.191,0.665,145.863,0NwGC0v03ysCYINtg6ns58,220307,4,11.0,0.0,audio_features
346,0.843,0.669,-4.105,0.0639,0.0846,1.28e-05,0.105,0.435,136.979,52NGJPcLUzQq5w7uv4e5gf,238253,4,1.0,0.0,audio_features
347,0.864,0.556,-7.683,0.194,0.255,3.85e-06,0.112,0.726,99.974,7DlZH8EiVDgQXNoj3dnyZC,230480,4,2.0,0.0,audio_features
348,0.79,0.724,-3.622,0.0353,0.023,0,0.448,0.148,140.009,4sX6GorfHFAy9UdJM00c3v,133921,4,8.0,1.0,audio_features
349,0.4,0.505,-7.282,0.0475,0.101,0,0.203,0.202,122.389,6prWQW8NVawRNIeULPimTz,251095,4,1.0,0.0,audio_features
350,0.723,0.778,-5.65,0.115,0.377,3.57e-06,0.0619,0.791,104.423,0zhymr6RqNuvp0RMIvdpdA,191559,3,7.0,1.0,audio_features
351,0.551,0.642,-7.877,0.299,0.024,0,0.392,0.255,122.01,759fzpnRkH3yjHsqBsXwKK,247444,4,11.0,0.0,audio_features
352,0.726,0.873,-3.122,0.0266,0.2,1.71e-06,0.0953,0.725,135.052,4kRLRWnn5u9wO2wOKAAdEN,129778,4,9.0,1.0,audio_features
353,0.435,0.401,-7.885,0.0434,0.782,0.000676,0.113,0.0911,84.001,2pUYbyOIOSfDfsnCR3KceZ,319196,4,0.0,1.0,audio_features
354,0.469,0.742,-5.678,0.0343,0.00935,0,0.239,0.0375,145.031,3MtB4aOzFkXJvAREmsy1Dj,188702,4,0.0,1.0,audio_features
355,0.664,0.401,-10.934,0.0344,0.806,3.5e-06,0.108,0.315,109.846,4zmKGsrXjLmljb5fTaBTot,229943,4,6.0,0.0,audio_features
356,0.502,0.391,-9.013,0.0428,0.845,0,0.112,0.574,132.819,1mjAD7IYvI5UGiB7WnppMf,161364,4,4.0,1.0,audio_features
357,0.516,0.254,-16.027,0.0589,0.816,0.855,0.189,0.304,56.829,0WFryfbNKPXVtVQlz5dZ8H,60720,4,9.0,0.0,audio_features
358,0.782,0.812,-6.613,0.0469,0.567,0.00045,0.101,0.7,122.063,6n2P81rPk2RTzwnNNgFOdb,212976,3,0.0,1.0,audio_features
359,0.866,0.548,-7.055,0.378,0.547,0,0.141,0.633,124.924,7LTCmtMpf3JPfBE8gAl64z,230836,4,11.0,0.0,audio_features
360,0.631,0.535,-7.836,0.0842,0.464,0,0.115,0.22,140.127,5rurggqwwudn9clMdcchxT,219453,4,0.0,1.0,audio_features
361,0.62,0.409,-10.146,0.0282,0.77,0.0542,0.105,0.582,113.946,3iBgrkexCzVuPy4O9vx7Mf,135067,3,1.0,1.0,audio_features
362,0.852,0.675,-5.738,0.0363,0.397,0.00317,0.0905,0.528,132.005,5RcxRGvmYai7kpFSfxe5GY,201993,3,2.0,1.0,audio_features
363,0.647,0.228,-19.288,0.0668,0.841,0.00149,0.108,0.189,119.828,6qrcJkIpuWpxH0ruS8WVAy,197000,4,2.0,1.0,audio_features
364,0.816,0.367,-9.354,0.0588,0.314,0,0.0987,0.413,116.035,1SRw5p2lVAi7RGlHEmZg66,208630,4,2.0,1.0,audio_features
365,0.548,0.591,-7.888,0.0592,0.399,8.21e-06,0.174,0.383,83.411,68cUJFq7aAbgeurngTmngL,208899,3,7.0,1.0,audio_features
366,0.784,0.616,-7.159,0.0927,0.0042,0.00592,0.256,0.291,137.019,2beD5W9IkefQ04IO39XF7w,190133,4,0.0,1.0,audio_features
367,0.659,0.794,-4.379,0.0381,0.349,3.91e-06,0.168,0.776,123.801,1uTHr7ij3eiDdUXvQfA5au,185339,4,5.0,0.0,audio_features
368,0.537,0.378,-7.571,0.0628,0.0287,0.00128,0.452,0.115,143.974,2pcv4nUQqaZnJk1kYvCfXV,149893,4,1.0,1.0,audio_features
369,0.573,0.795,-5.561,0.0558,0.129,1.78e-05,0.186,0.705,128.101,2ePiBvKtQOCBHq9uOlwiiU,181067,4,10.0,1.0,audio_features
370,0.599,0.526,-7.812,0.0385,0.0408,0.00256,0.209,0.134,90.018,6Ec5LeRzkisa5KJtwLfOoW,256027,4,9.0,0.0,audio_features
371,0.741,0.509,-12.639,0.0532,0.0761,2.9e-06,0.114,0.345,152.078,2z2gqgwu1GCurpZJYzcytE,202224,4,10.0,1.0,audio_features
372,0.93,0.682,-8.799,0.331,0.028,0,0.129,0.962,126.003,1nQaTUDJ7Rc4yOvZmg9Ozr,119016,4,9.0,1.0,audio_features
373,0.752,0.65,-6.683,0.12,0.653,0.00136,0.105,0.532,134.993,02wk5BttM0QL38ERjLPQJB,147880,4,5.0,0.0,audio_features
374,0.795,0.781,-4.647,0.141,0.285,0,0.108,0.687,104.972,7mpdNiaQvygj2rHoxkzMfa,157532,4,1.0,1.0,audio_features
375,0.263,0.112,-16.55,0.0344,0.935,8.5e-05,0.0565,0.0903,76.244,08PdFBcXzpkn1cWNgmKqhn,234267,4,5.0,1.0,audio_features
376,0.634,0.538,-9.213,0.0603,0.0514,0,0.099,0.152,168.029,4aA7Lrm6rLGHx5kRMVb7NU,160714,5,0.0,1.0,audio_features
377,0.784,0.826,-6.34,0.0538,0.0965,7.09e-05,0.123,0.893,138.078,0cNSq9T5l8gZnpY14rsTR2,184066,3,7.0,0.0,audio_features
378,0.911,0.536,-7.884,0.282,0.00897,3.73e-06,0.111,0.584,146.014,2KcQ0PbPj0O3P48B9YX7iN,203813,4,4.0,0.0,audio_features
379,0.656,0.577,-10.746,0.14,0.0682,0,0.0818,0.418,93.015,1xnAVO60FwWTRa7LJPoNKG,185887,4,4.0,1.0,audio_features
380,0.807,0.354,-7.554,0.0321,0.15,0.713,0.186,0.602,78.964,65leXqfkdViSssEVN23uYL,155722,4,9.0,1.0,audio_features
381,0.582,0.878,-4.564,0.0404,0.0305,0,0.0791,0.581,140.03,2D3JfPyY2LkzXgNOb7qziR,205768,4,11.0,1.0,audio_features
382,0.451,0.632,-3.843,0.0475,0.6,0,0.139,0.455,147.06,0Nfh4u0J4bajcyp5pzaWCx,190461,4,4.0,1.0,audio_features
383,0.853,0.824,-3.287,0.103,0.0322,0,0.0859,0.888,108.044,01qFKNWq73UfEslI0GvumE,201812,4,1.0,1.0,audio_features
384,0.657,0.871,-4.614,0.0675,0.0031,0,0.102,0.532,114.974,2KtGiBi5CrX2ERPD2PAS34,179640,4,7.0,1.0,audio_features
385,0.588,0.758,-2.347,0.0305,0.0251,0,0.131,0.387,114.991,3MytWN8L7shNYzGl4tAKRp,261231,4,5.0,1.0,audio_features
386,0.627,0.828,-3.586,0.124,0.222,0,0.109,0.712,176.08,3Yw6KJjm8ycybvl6UdW9dq,215470,4,9.0,0.0,audio_features
387,0.533,0.389,-8.428,0.051,0.85,0.0012,0.104,0.164,76.77,6Otmq7JokHh38wKSqUimcS,187729,3,0.0,1.0,audio_features
388,0.5,0.748,-5.927,0.0364,0.00291,0,0.112,0.448,148.009,3kXH9BQq0TyNliiP1MIE6N,201067,4,0.0,1.0,audio_features
389,0.775,0.298,-9.351,0.0517,0.211,0.000233,0.132,0.0472,120.091,0AAMnNeIc6CdnfNU85GwCH,189467,4,9.0,1.0,audio_features
390,0.613,0.765,-5.058,0.0318,0.259,4.28e-06,0.0832,0.343,139.993,0JtgoDDf0ggWaoXCGhcOoT,182522,4,2.0,0.0,audio_features
391,0.472,0.551,-7.219,0.25,0.103,0,0.345,0.347,83.25,0bkV1iQHSxBaksUqgEkcbc,366593,4,5.0,0.0,audio_features
392,0.66,0.791,-3.188,0.0398,0.00225,0,0.101,0.227,140.058,0hhNTyH6RJJGItHeSMCof3,234032,4,9.0,1.0,audio_features
393,0.715,0.642,-7.492,0.0515,0.0687,0,0.0997,0.169,105.964,4PA1wK0leCjmRZlP5dQ8Lv,191321,4,10.0,0.0,audio_features
394,0.673,0.82,-3.473,0.222,0.077,0.000615,0.297,0.524,111.955,4PzxlHzDM3bDafkHjg1XCX,219643,4,0.0,1.0,audio_features
395,0.774,0.577,-12.132,0.107,0.037,0.627,0.122,0.148,100.003,00zk0uua6s2ifh0Nc3ppfW,211253,4,2.0,1.0,audio_features
396,0.684,0.63,-6.143,0.0589,0.0171,0.000927,0.194,0.177,149.947,11B7WTuoInwUvuP1BnnGWW,218264,4,10.0,0.0,audio_features
397,0.517,0.539,-6.474,0.038,0.000564,1.4e-05,0.537,0.531,108.984,3KCNiDi9Pza6ZD8FggNoaw,255413,4,9.0,0.0,audio_features
398,0.689,0.461,-10.873,0.226,0.0983,1.28e-05,0.111,0.26,142.014,2OwdUZPORY0EAdRBF9hSZD,101198,4,2.0,1.0,audio_features
399,0.675,0.546,-7.716,0.0511,0.556,0.00441,0.167,0.607,77.415,7DswEZZthZ6piQpL25qGAM,184258,4,4.0,0.0,audio_features
400,0.909,0.762,-3.974,0.0643,0.434,0,0.0856,0.843,101.987,4bw8mcDUSRWfQo63ZTYRnU,142335,3,9.0,1.0,audio_features
401,0.528,0.513,-8.266,0.0306,0.848,0.0127,0.326,0.463,131.952,5sA3i6SGkILMiZW6Fhx4wv,187800,4,9.0,1.0,audio_features
402,0.732,0.464,-9.722,0.0527,0.0899,3.1e-05,0.0997,0.647,149.954,1N8klHEbZ0bFOHnMVs8C9S,121284,4,1.0,1.0,audio_features
403,0.706,0.648,-6.348,0.324,0.505,0,0.215,0.802,77.533,6OfOzTitafSnsaunQLuNFw,161041,4,8.0,1.0,audio_features
404,0.97,0.663,-5.276,0.161,0.425,0,0.11,0.735,119.986,6XEt23sq6sRgER8sSZbCR5,192000,4,10.0,0.0,audio_features
405,0.794,0.807,-3.447,0.326,0.334,0,0.104,0.575,178.003,4NoOME4Dhf4xgxbHDT7VGe,200120,4,1.0,0.0,audio_features
406,0.457,0.725,-5.979,0.0318,8.66e-05,0.000126,0.13,0.318,141.936,4l5w5qGInIhwfvpYmPIYdK,174992,4,1.0,1.0,audio_features
407,0.382,0.791,-5.416,0.0878,0.108,0,0.244,0.315,135.9,4KaCwku7yZUrDRcOc9rMmQ,195740,4,9.0,0.0,audio_features
408,0.768,0.74,-6.595,0.336,0.696,6.81e-06,0.23,0.532,141.059,0yUaLqhsVsguBpoOPL4cO7,129362,4,0.0,1.0,audio_features
409,0.568,0.841,-3.802,0.0261,0.00514,0.000503,0.147,0.668,103.983,03fs6oV5JAlbytRYf3371S,187047,4,8.0,1.0,audio_features
410,0.63,0.763,-4.89,0.0892,0.0393,0,0.7,0.295,162.152,38RLObegC9ggpKPRVQDc1g,149391,4,2.0,1.0,audio_features
411,0.462,0.331,-8.794,0.0432,0.911,0,0.15,0.604,141.364,5YABYtKx9qa56vBjlXDbmw,190465,3,9.0,0.0,audio_features
412,0.742,0.873,-5.913,0.0519,0.172,0,0.0857,0.796,128.053,6UtWwuheJr5LLDeVypPNx7,187077,3,0.0,0.0,audio_features
413,0.877,0.803,-3.195,0.0507,0.734,0.056,0.087,0.795,130.028,6njJR3OIp3oA0Kc4aC9Tzf,61673,4,9.0,1.0,audio_features
414,0.779,0.88,-2.212,0.065,0.426,0,0.0691,0.732,140.282,4loIMejzvt11s97SGVEat8,156040,3,4.0,0.0,audio_features
415,0.671,0.418,-14.124,0.0371,0.187,0.215,0.132,0.607,91.866,65M92JpTbAdHmTQm4jGaDa,222800,4,6.0,0.0,audio_features
416,0.615,0.632,-8.539,0.292,0.108,0,0.129,0.194,150.126,1L0OmJV0LnPDWuHCIGmBV6,275281,4,1.0,1.0,audio_features
417,0.775,0.677,-4.703,0.0442,0.0313,0.00517,0.112,0.698,124.011,51FvjPEGKq2zByeeEQ43V9,189357,4,8.0,0.0,audio_features
418,0.635,0.114,-12.176,0.0522,0.819,6.35e-06,0.0797,0.0998,72.401,4ueTr01dkL360w1knfh21C,249453,1,4.0,1.0,audio_features
419,0.743,0.837,-7.634,0.0633,0.00288,2.86e-05,0.104,0.378,126.023,4ZnkygoWLzcGbQYCm3lkae,156391,4,5.0,0.0,audio_features
420,0.893,0.513,-7.958,0.364,0.531,0,0.153,0.758,126.061,6tiYQ631gOeBb2jCtaIs0R,185736,4,4.0,0.0,audio_features
421,0.667,0.786,-6.973,0.0393,0.176,0.00107,0.149,0.781,135.873,2bXJMQZSJND3UYq5mjV4cB,174523,3,6.0,0.0,audio_features
422,0.6,0.41,-10.788,0.395,0.841,0,0.433,0.312,104.337,44IXD2J5yyr7PpOZzz2cmQ,107267,4,1.0,0.0,audio_features
423,0.419,0.47,-5.016,0.0296,0.0236,0,0.163,0.133,119.294,1zU8j1x3yi9xalMF96pzKp,405907,3,4.0,1.0,audio_features
424,0.752,0.647,-6.258,0.0316,0.000915,0.00167,0.706,0.253,119.999,4YQgOgIElFtEvwJQ9ArWL7,146531,4,10.0,1.0,audio_features
425,0.69,0.842,-4.288,0.0739,0.0153,0,0.0639,0.626,141.994,0ZPjVmof45INEERgYfadtv,182670,4,10.0,0.0,audio_features
426,0.238,0.441,-7.42,0.0364,0.912,0.433,0.167,0.164,79.445,2YOGCTiPJWMhZRdeadFj8G,219909,4,3.0,1.0,audio_features
427,0.677,0.658,-6.223,0.293,0.0538,0,0.167,0.164,189.976,6Qc90FMwNUjJ2M893RdYUg,168427,4,2.0,1.0,audio_features
428,0.466,0.51,-7.31,0.0348,0.0842,1.55e-06,0.0912,0.418,67.513,75c2zaSdDBSX0A8Jyvm4fO,137778,4,3.0,0.0,audio_features
429,0.782,0.812,-6.613,0.0469,0.567,0.00045,0.101,0.7,122.063,6f8wbdo8KU5ETWJA7lapgS,212976,3,0.0,1.0,audio_features
430,0.588,0.88,-6.117,0.0747,0.0976,0.000167,0.767,0.242,96.003,7LSpFCvRZZot2AlmkUzy9k,204447,3,9.0,0.0,audio_features
431,0.777,0.686,-6.498,0.0308,0.223,0.00148,0.318,0.582,127.002,31MNHKE86sEXzIglbGQ6mu,198448,4,7.0,0.0,audio_features
432,0.468,0.495,-10.671,0.167,0.717,0,0.11,0.171,114.227,0wGVE3BxTW5KCjoLsNlVRB,190588,5,7.0,1.0,audio_features
433,0.705,0.387,-9.599,0.033,0.572,0,0.119,0.493,107.931,1dHtMSJ1Ozg2Ja6GX4McAO,213313,4,2.0,1.0,audio_features
434,0.926,0.577,-6.805,0.367,0.0401,0,0.23,0.304,134.383,73S4fsK22WH929PLFNYgOj,174467,4,10.0,0.0,audio_features
435,0.498,0.695,-6.891,0.157,0.868,4.03e-06,0.127,0.707,81.186,7ry34dFOuoK2c5GoYWWsl3,163997,4,7.0,1.0,audio_features
436,0.849,0.614,-7.323,0.317,0.0282,0,0.0603,0.472,111.363,6c6WmIHcHlhccEwSFBhzNa,185748,5,1.0,1.0,audio_features
437,0.535,0.395,-7.805,0.0634,0.597,6.78e-05,0.0969,0.488,157.795,25OeKzcqakFPaJlXHPE5lm,186456,3,10.0,1.0,audio_features
438,0.523,0.477,-6.786,0.392,0.855,0,0.146,0.57,79.921,6otePxalBK8AVa20xhZYVQ,164387,4,0.0,1.0,audio_features
439,0.574,0.701,-6.654,0.0463,0.00435,4.5e-05,0.152,0.346,75.105,5ZY2fIqxuKDr5pdz0ucpRz,140811,4,0.0,1.0,audio_features
440,0.674,0.759,-8.234,0.0695,0.0784,0.472,0.296,0.109,134.038,3vcLw8QA3yCOkrj9oLSZNs,133829,4,11.0,0.0,audio_features
441,0.429,0.453,-7.746,0.0459,0.554,2e-06,0.102,0.155,77.639,58pTPJPBjw1xL9OcLcQczU,227196,4,0.0,1.0,audio_features
442,0.698,0.692,-5.699,0.267,0.00415,0,0.177,0.23,146.999,1DypGkTryeH4cPFBVucxo4,192213,4,10.0,1.0,audio_features
443,0.823,0.642,-5.922,0.258,0.0644,0.714,0.105,0.629,146.781,0ArVfVP8B5svkfj8clHNzB,112093,4,1.0,1.0,audio_features
444,0.696,0.733,-6.181,0.256,0.115,0,0.111,0.292,98.355,4ZYAU4A2YBtlNdqOUtc7T2,214445,4,1.0,1.0,audio_features
445,0.532,0.489,-7.419,0.0311,0.149,0,0.237,0.32,139.807,2kYevr8cbIAH2ha8210Bnz,229627,4,4.0,1.0,audio_features
446,0.722,0.579,-6.339,0.15,0.0952,0,0.261,0.544,157.001,7kSBvPr9it26XjylB5LJkx,174296,4,0.0,0.0,audio_features
447,0.634,0.725,-4.88,0.0577,0.0754,0,0.208,0.845,159.898,7mLPSkAJraASgNk6ywyTkp,154375,4,0.0,0.0,audio_features
448,0.886,0.781,-1.837,0.333,0.0895,0,0.0715,0.672,104.996,3gTQwwDNJ42CCLo3Sf4JDd,195689,4,5.0,0.0,audio_features
449,0.524,0.692,-3.866,0.0369,0.311,0,0.192,0.621,163.874,30Y4CV7A6YqtQtTTo7Ue4j,238693,4,4.0,1.0,audio_features
450,0.499,0.447,-5.083,0.0367,0.706,0,0.0868,0.53,75.068,5rCt377EMkCJ0D0sldd5t8,183080,4,5.0,1.0,audio_features
451,0.395,0.701,-5.471,0.0377,0.00148,0.0049,0.05,0.148,172.965,0S38Oso3I9vpDXcTb7kYt9,395716,4,10.0,0.0,audio_features
452,0.605,0.726,-4.515,0.0309,0.365,0,0.112,0.393,149.918,4JdSXF2p71cr8uCY3UiJM0,160518,4,6.0,1.0,audio_features
453,0.508,0.797,-5.854,0.0411,0.00261,7.56e-06,0.0916,0.361,126.982,09DR0sHnQUhHOiSNttc1mv,234933,4,1.0,1.0,audio_features
454,0.734,0.649,-5.12,0.108,0.078,0.000664,0.137,0.239,132.038,4CIyxiObT9G35HrSItAblR,188870,3,8.0,1.0,audio_features
455,0.521,0.366,-7.698,0.034,0.838,4.11e-06,0.12,0.225,141.965,56xHMIfQPoe0prrSi3BGhf,205484,4,11.0,0.0,audio_features
456,0.787,0.57,-5.881,0.225,0.0449,0,0.135,0.733,142.974,6T7FXSuXykeGktMLGp8WgE,223879,4,3.0,1.0,audio_features
457,0.896,0.581,-6.293,0.242,0.0334,0,0.0941,0.544,133.957,6dNOefmb6Lgl5vNtJsSajt,164776,4,11.0,1.0,audio_features
458,0.832,0.64,-3.085,0.0483,0.466,0,0.123,0.645,93.946,4iGQ8o9Ih6J1OuDDGCXSCL,193961,4,0.0,0.0,audio_features
459,0.736,0.678,-4.503,0.0464,0.0459,5.46e-06,0.104,0.757,160.045,7uyeEbG6hyApgXuEypGcsZ,154360,4,5.0,1.0,audio_features
460,0.546,0.599,-6.442,0.0286,0.35,0.0686,0.256,0.331,90.0,2SXx7Ofa79CeJfio98aJcG,243947,4,7.0,0.0,audio_features
461,0.278,0.907,-4.606,0.0827,0.126,0,0.89,0.33,83.178,6ClYMObS7f3Nn4AiZHYQt3,229567,4,9.0,1.0,audio_features
462,0.609,0.614,-8.154,0.0699,0.366,0.00108,0.108,0.564,156.019,7pgbDdy7ax962o9d2xJceV,188093,4,8.0,1.0,audio_features
463,0.63,0.438,-11.138,0.142,0.0599,0,0.108,0.188,160.981,4RMm3bonEDyYj5aJGkaJqX,130508,4,5.0,0.0,audio_features
464,0.602,0.91,-3.404,0.0308,0.00126,0.000174,0.12,0.228,127.944,3BKD1PwArikchz2Zrlp1qi,140018,4,7.0,1.0,audio_features
465,0.732,0.855,-4.064,0.0415,0.306,0,0.12,0.221,106.004,3ZEno9fORwMA1HPecdLi0R,242691,4,7.0,1.0,audio_features
466,0.908,0.561,-7.683,0.301,0.00933,0,0.111,0.559,146.018,1BmI4EYdfzbg8DlV6pHYrY,217213,4,4.0,0.0,audio_features
467,0.692,0.808,-3.757,0.0396,0.0834,3.75e-05,0.0913,0.802,143.977,7phmBo7bB9I9YifAXqnlqV,181767,4,2.0,1.0,audio_features
468,0.649,0.667,-7.799,0.123,0.0941,0,0.121,0.826,141.967,1dbar1XukTbn7FQzQTqDQK,202817,4,1.0,0.0,audio_features
469,0.556,0.339,-11.128,0.033,0.798,0.0118,0.172,0.215,84.968,4HAOgAnILvXCbSODMoRnmD,171160,4,1.0,0.0,audio_features
470,0.415,0.573,-6.567,0.0286,0.28,0.00449,0.0966,0.322,80.95,4kvjThnfQIsPOKjxx0aZDu,183466,4,1.0,1.0,audio_features
471,0.691,0.627,-7.251,0.0507,0.0545,0,0.0659,0.381,92.572,098mO3OS4dUppQwY0ESLNa,142994,4,5.0,0.0,audio_features
472,0.492,0.807,-3.677,0.0854,0.205,0.00275,0.384,0.477,107.087,6luBKkFUt5wTwz7hpLhp12,229805,4,10.0,0.0,audio_features
473,0.86,0.486,-10.338,0.176,0.484,0,0.104,0.877,134.992,5iwUwADk4uQUvgMF6PlTRl,177778,4,11.0,1.0,audio_features
474,0.73,0.729,-3.939,0.203,0.0602,0,0.3,0.885,93.159,3bkpVSoNvBkvt9LJMFT5at,150968,4,10.0,0.0,audio_features
475,0.758,0.66,-6.799,0.0756,0.038,0,0.175,0.551,90.02,7CIvyuVoWcY0LgUYa1aR5J,149333,4,8.0,0.0,audio_features
476,0.743,0.495,-6.992,0.0375,0.2,8.23e-06,0.103,0.512,134.933,5SHXikmjPwChjvpVIeYkMf,176135,3,7.0,0.0,audio_features
477,0.619,0.564,-6.517,0.0302,0.673,0,0.184,0.419,129.944,2dPwBKr5uJeCeyd5IoWi8W,220146,4,4.0,1.0,audio_features
478,0.938,0.606,-6.396,0.419,0.117,0,0.528,0.706,121.108,0WoVfPjxsf9MTvPt9ptqeE,123673,4,6.0,0.0,audio_features
479,0.777,0.604,-4.452,0.0397,0.000713,5.64e-05,0.151,0.121,111.998,2Hc1LaV6bzFil3dE71eORA,207836,4,9.0,0.0,audio_features
480,0.475,0.178,-9.976,0.0347,0.745,0.000189,0.0899,0.23,136.687,1ptwL6lZNLc654XAaHqcHb,280107,4,7.0,1.0,audio_features
481,0.624,0.65,-5.819,0.0358,0.0229,1.21e-05,0.145,0.138,150.048,04WxWo7XeVyx22xEsrWRUb,127992,4,2.0,1.0,audio_features
482,0.778,0.632,-5.6,0.0493,0.274,0,0.0915,0.498,122.104,4nrPB8O7Y7wsOCJdgXkthe,218289,4,2.0,0.0,audio_features
483,0.525,0.526,-7.03,0.0534,0.634,0.127,0.103,0.562,85.274,1wUnuiXMMvhudmzvcCtlZP,36227,3,5.0,1.0,audio_features
484,0.603,0.441,-8.178,0.0518,0.692,1.46e-06,0.105,0.167,136.137,2LlOeW5rVcvl3QcPNPcDus,225313,4,9.0,1.0,audio_features
485,0.775,0.662,-7.755,0.0408,0.117,0.0648,0.0928,0.257,112.014,4nFrcGM7MY1mpoQCC7Kefj,192936,4,10.0,1.0,audio_features
486,0.661,0.707,-7.19,0.0285,0.628,1.85e-06,0.0852,0.385,105.917,2hNQDbZcN3vqRAuwiz7poI,172853,4,7.0,1.0,audio_features
487,0.404,0.788,-4.355,0.0535,0.00518,1.71e-06,0.17,0.608,208.138,3jhV8I9sIPXsjPs2ZOnSaf,176427,4,2.0,1.0,audio_features
488,0.636,0.697,-7.992,0.0692,0.063,6.15e-06,0.204,0.197,75.017,7FzP0ZPkQZpV5rauVyb7R6,140028,4,1.0,1.0,audio_features
489,0.683,0.216,-11.005,0.0388,0.567,0.00105,0.0756,0.311,119.951,52DudaVZObvmBgEX6IObHX,205432,3,1.0,1.0,audio_features
490,0.671,0.588,-4.675,0.0299,0.617,0,0.111,0.543,96.965,4s8BIKx4Zh6ryAEz8RTlaU,311765,4,7.0,1.0,audio_features
491,0.851,0.642,-5.281,0.216,0.0658,0,0.0713,0.701,143.091,7iTTWHbr4tAlsRJN4m4bay,148115,4,1.0,1.0,audio_features
492,0.767,0.662,-4.856,0.0578,0.103,0,0.123,0.259,143.943,3OGCNLxpBmTYRxPZg2yDE5,193333,4,5.0,0.0,audio_features
493,0.742,0.37,-6.311,0.0309,0.465,0,0.105,0.597,97.534,6tEl8GwFJEFyxZAO1ibTRF,167692,3,2.0,1.0,audio_features
494,0.799,0.751,-3.848,0.313,0.0543,0,0.432,0.72,131.073,3h4HlcmWdexWJ6SSyZG67E,132566,4,8.0,1.0,audio_features
495,0.839,0.581,-5.998,0.132,0.342,0,0.0764,0.559,119.979,5SGWCqheDXPlYnv9aQs795,142206,4,5.0,0.0,audio_features
496,0.763,0.468,-13.288,0.129,0.146,0.869,0.108,0.512,97.599,424DkevE18QJazwlljiTD4,134853,3,11.0,0.0,audio_features
497,0.547,0.855,-4.7,0.0597,0.0164,0,0.144,0.282,131.073,4e3ZNTAV6PCrdYMUrUlMpQ,266467,4,7.0,1.0,audio_features
498,0.572,0.681,-5.049,0.0353,0.00878,4.62e-06,0.205,0.158,149.981,4hZi9952OTtYQnXo2FJT6C,106619,4,0.0,1.0,audio_features
499,0.637,0.742,-5.723,0.0425,0.0625,7.74e-06,0.097,0.518,76.969,7yyRhjoCsdt5dDpFz2CImD,163872,4,6.0,1.0,audio_features
500,0.564,0.874,-1.353,0.105,0.119,3.9e-05,0.24,0.809,121.001,6tg97bZpaIpDSEcWMGXfOT,265999,4,1.0,0.0,audio_features
501,0.794,0.635,-6.323,0.242,0.0379,0,0.344,0.752,80.038,2m3Fqmw1mfs39KklPmjq79,403500,4,6.0,0.0,audio_features
502,0.815,0.834,-2.828,0.0475,0.0327,0.000268,0.27,0.692,129.989,4uOBL4DDWWVx4RhYKlPbPC,161240,4,4.0,0.0,audio_features
503,0.762,0.895,-4.562,0.0737,0.00618,0.145,0.203,0.755,125.979,1aNUSKBe6UMyMk3pEu9ws7,182857,4,8.0,1.0,audio_features
504,0.659,0.823,-5.77,0.0415,0.0174,1.82e-06,0.11,0.405,112.931,41cv1emXVm5Su4DWvltXa6,183680,4,4.0,0.0,audio_features
505,0.485,0.545,-7.924,0.0336,0.0651,0.00547,0.0642,0.0385,150.185,4Ls53fBNVfaXTROBi6X8Hw,123891,4,11.0,1.0,audio_features
506,0.552,0.774,-3.685,0.0401,0.215,0,0.126,0.194,75.07,2E0bqoMlIb2xmFyZHRjtzK,182707,4,10.0,1.0,audio_features
507,0.576,0.57,-7.925,0.0434,0.362,0,0.0668,0.378,147.803,4ABYxlb92WBIjHu7TIKmml,306062,4,7.0,1.0,audio_features
508,0.425,0.607,-5.264,0.0344,0.774,0,0.11,0.522,111.393,4kvDU8vfvxupVezsVPag5v,232307,4,4.0,0.0,audio_features
509,0.697,0.22,-13.696,0.042,0.703,0,0.0891,0.194,129.966,5uu2OCGGrTRS1sIvlMgKwe,145438,4,0.0,1.0,audio_features
510,0.831,0.439,-7.892,0.323,0.199,0.00153,0.133,0.353,105.104,3MbOT5mzE94Ne0Hv51akoS,175671,4,5.0,0.0,audio_features
511,0.806,0.342,-7.503,0.075,0.201,0.0176,0.0758,0.937,92.985,1zgHn1EqUyA0HqNYMdJ5ia,82581,4,9.0,1.0,audio_features
512,0.602,0.676,-11.385,0.0527,0.00624,0.826,0.0635,0.716,160.021,1ckhUtD8nBH2ShPlU8w2nU,141335,4,2.0,1.0,audio_features
513,0.713,0.915,-2.703,0.0764,0.124,0,0.345,0.957,148.061,1SlPNQ3vAF56AiHr6Ul6jM,147784,3,7.0,0.0,audio_features
514,0.618,0.83,-4.614,0.323,0.0682,0,0.121,0.443,82.885,3EN9CgupFLmuwmHYUPq0ny,185117,4,1.0,1.0,audio_features
515,0.714,0.428,-7.829,0.283,0.694,2.52e-06,0.0958,0.721,138.912,0cZ9HBGWLZJS7UHCgWXOTZ,221508,4,6.0,0.0,audio_features
516,0.531,0.525,-6.5,0.0671,0.232,0,0.441,0.502,66.9,7oDd86yk8itslrA9HRP2ki,232857,4,1.0,0.0,audio_features
517,0.57,0.71,-4.526,0.0304,0.0898,0,0.292,0.752,172.719,76kelNDs1ojicx1s6Urvck,193816,4,0.0,1.0,audio_features
