,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,key,mode,type
865,0.561,0.604,-4.409,0.0337,0.199,1.9e-05,0.104,0.242,159.92,17phhZDn6oGtzMe56NuWvj,210689,3,9.0,1.0,audio_features
866,0.771,0.88,-4.091,0.0857,0.162,1.41e-06,0.167,0.347,137.018,3AOf6YEpxQ894FmrwI9k96,200387,4,8.0,1.0,audio_features
867,0.743,0.911,-5.596,0.147,0.0031,1.2e-05,0.0878,0.891,154.933,6G4ICKUrsPb117ULGyrQ5N,102645,4,7.0,1.0,audio_features
868,0.738,0.828,-6.31,0.106,0.0119,0.0019,0.549,0.542,119.985,5WZlorRUxgryaweu7kqeHd,137066,4,10.0,0.0,audio_features
869,0.585,0.815,-4.165,0.0565,0.115,0,0.124,0.564,132.09,1fpj1CJPxY3YvN3AMAEYvt,200930,4,0.0,0.0,audio_features
870,0.772,0.759,-4.204,0.0303,0.385,0,0.244,0.137,137.026,2Ge2ZhznMuO22wIQ9Z5Wql,227184,4,4.0,0.0,audio_features
871,0.804,0.656,-5.723,0.0896,0.0207,1.86e-05,0.107,0.192,150.014,5MqauQV2PhcEFfhKtBOTua,192240,4,6.0,0.0,audio_features
872,0.628,0.497,-5.794,0.0271,0.114,0,0.112,0.157,114.704,1ja4311zfLHqUL96poSXfP,208115,5,2.0,1.0,audio_features
873,0.843,0.728,-4.207,0.0552,0.202,0.000219,0.313,0.581,106.015,4gJfPoMIcSDGY0tMGxm6Fu,143790,4,2.0,0.0,audio_features
874,0.481,0.58,-6.417,0.375,0.00302,0,0.42,0.311,62.451,1iK1hVN9o1zkpxw396QGbd,153308,3,1.0,1.0,audio_features
875,0.634,0.538,-9.213,0.0603,0.0514,0,0.099,0.152,168.029,7l6nGz4gp6HGs5Cvmdeqe4,160714,5,0.0,1.0,audio_features
876,0.315,0.102,-17.621,0.034,0.985,0.0512,0.109,0.185,169.69,0Oqxt6JixieLHbwMfnJGWO,206723,3,0.0,0.0,audio_features
877,0.472,0.79,-4.337,0.322,0.286,3.45e-06,0.0636,0.815,77.908,5ZyQqAgrPr0cVm0VfM69Np,235360,4,6.0,0.0,audio_features
878,0.618,0.462,-13.154,0.0328,0.332,0.000862,0.279,0.419,92.489,0SccFtYdj75y6lL2OW10Cf,192507,4,7.0,1.0,audio_features
879,0.765,0.723,-7.502,0.191,0.00666,0,0.257,0.363,143.023,3IxGpAFxBAAfCQ6dv6sBiw,124806,4,11.0,0.0,audio_features
880,0.736,0.754,-5.457,0.0443,0.033,0.000599,0.0731,0.648,128.046,3xY5aYJcdvZX9xQxNd02ku,176480,4,4.0,1.0,audio_features
881,0.85,0.761,-5.923,0.275,0.0063,0,0.12,0.616,155.039,4FpgCVHDfwcHQ17hJ9SyuL,142437,4,11.0,1.0,audio_features
882,0.899,0.648,-6.104,0.463,0.000235,0.000802,0.221,0.424,155.002,2eLrDMQnosvAOTzoZ8bRZZ,137893,4,6.0,1.0,audio_features
883,0.929,0.664,-9.343,0.348,0.13,0,0.094,0.825,132.894,3TmwzKk7dOnMka3Q7NvGht,137717,4,9.0,1.0,audio_features
884,0.852,0.735,-3.6,0.161,0.00209,0,0.103,0.572,90.505,1llzRvV9QpuNHjPu0rVQSp,172376,4,5.0,1.0,audio_features
885,0.764,0.264,-18.716,0.12,0.139,0.0109,0.104,0.0385,135.016,40TZnaw4eDPChJNHw2Swf3,128005,5,9.0,0.0,audio_features
886,0.474,0.936,-2.328,0.0763,0.00229,2.53e-06,0.181,0.392,139.933,3tNMdL4qjzNHfo7rlVMESK,167277,4,7.0,0.0,audio_features
887,0.747,0.822,-6.373,0.0721,0.00353,0.132,0.165,0.578,129.994,787Y2idwCU2Rk60Prv4wpr,207514,4,3.0,0.0,audio_features
888,0.835,0.552,-8.039,0.191,0.00594,1.24e-05,0.139,0.18,105.007,2f9JzwRy6Ofr5ixvN0ojKt,146286,4,11.0,1.0,audio_features
889,0.765,0.636,-6.688,0.0292,0.298,6.98e-06,0.188,0.801,117.04,431Dwa4XSR1z1aWgmCisnP,226960,3,5.0,0.0,audio_features
890,0.692,0.0436,-13.093,0.0717,0.943,0,0.114,0.197,104.891,6AF00PUvxgVktZBMs7Apd4,170971,4,8.0,1.0,audio_features
891,0.826,0.552,-5.167,0.144,0.167,6.23e-06,0.101,0.532,96.981,5bD6mFl116xCxVMLy7IK9F,170921,4,10.0,0.0,audio_features
892,0.564,0.662,-6.085,0.0318,0.0044,0.145,0.279,0.511,102.678,15uq77MdhAjrnBuumngIsz,64842,4,10.0,0.0,audio_features
893,0.834,0.834,-4.035,0.0591,0.0671,0,0.373,0.344,130.024,7FET9gtiECWn7llt0sfvtU,209500,4,11.0,0.0,audio_features
894,0.586,0.901,-4.919,0.0496,0.00127,0.55,0.346,0.648,148.973,5ZYc494Yhj18o8nbG777LV,93710,4,10.0,0.0,audio_features
895,0.798,0.751,-3.464,0.197,0.0654,3.48e-05,0.0666,0.671,91.124,0crVjW9Jz8ktVuVXoUi187,235525,4,1.0,1.0,audio_features
896,0.646,0.532,-7.434,0.0254,0.0783,2.97e-06,0.359,0.368,89.942,49lbKqbCI8SmJfW64OYXGZ,177667,3,8.0,1.0,audio_features
897,0.814,0.606,-6.378,0.243,0.0166,0,0.125,0.208,150.005,1h6w4POXM2LfG4ZD4xUfZQ,204800,4,1.0,1.0,audio_features
898,0.423,0.58,-4.959,0.0243,0.0554,2.92e-06,0.168,0.336,82.755,52ChYmfu792MW2Ezv0whpk,211053,3,1.0,1.0,audio_features
899,0.73,0.671,-5.523,0.0505,0.448,0,0.13,0.593,122.072,231mWjDxgJH5OEQFkVIW5p,145971,3,6.0,0.0,audio_features
900,0.914,0.532,-6.6,0.0734,0.453,4.57e-06,0.169,0.706,100.029,1qosh64U6CR5ki1g1Rf2dZ,179683,4,5.0,0.0,audio_features
901,0.745,0.643,-8.717,0.0698,0.0894,0,0.13,0.173,123.95,0arUAO3KakMNLwrmmYB7BT,172246,4,0.0,1.0,audio_features
902,0.358,0.91,-2.487,0.125,2.18e-05,0,0.264,0.728,199.955,5k2KDcpVLgyy0dr7uzdJit,188155,4,7.0,1.0,audio_features
903,0.418,0.31,-9.869,0.0625,0.095,0,0.216,0.131,139.614,5kY2DRIom6dcVZbQb1SAX8,260170,4,11.0,0.0,audio_features
904,0.566,0.297,-13.408,0.0547,0.868,0,0.164,0.183,84.086,0Zsd3Og9cqUKvOKaynfygj,209991,3,8.0,0.0,audio_features
905,0.854,0.808,-5.958,0.139,0.0194,2.41e-06,0.108,0.794,110.203,18EGw1StZNDftpUcX8PM74,122187,4,1.0,1.0,audio_features
906,0.488,0.806,-4.451,0.0291,0.0119,6.02e-06,0.111,0.509,77.014,2aw1aEAxMe05MZIS5XiK8U,195326,4,1.0,1.0,audio_features
907,0.254,0.176,-14.979,0.0368,0.798,0.0266,0.0853,0.196,77.406,3EN1l4uUvFBOy3pD9we2jf,196613,4,0.0,1.0,audio_features
908,0.831,0.362,-6.085,0.229,0.000156,0.0162,0.168,0.313,139.941,6vb4kCEIM7zrwuHlxFbfeB,195573,4,1.0,1.0,audio_features
909,0.763,0.441,-9.043,0.11,0.0343,0,0.132,0.409,145.926,4rjQxlKAIXbEqHzjrnYZ7x,187400,4,1.0,1.0,audio_features
910,0.69,0.933,-3.099,0.0832,0.0252,2.51e-05,0.493,0.523,119.987,7mobUfp1aL8A6CdugCMWft,188000,4,5.0,0.0,audio_features
911,0.348,0.381,-7.688,0.0552,0.204,0,0.133,0.494,84.896,6ErCfbbI9BG4bK2djjKUvP,190352,3,11.0,1.0,audio_features
912,0.82,0.446,-7.553,0.213,0.466,0,0.13,0.831,81.01,44FzVABpR2cciquTqADA0D,159307,4,7.0,1.0,audio_features
913,0.651,0.657,-7.16,0.0532,0.327,0,0.0932,0.475,115.964,11F1Tpe5da6M6vKLbUjauU,251511,4,2.0,1.0,audio_features
914,0.531,0.289,-14.991,0.374,0.875,0,0.367,0.566,133.962,18XQFcIlJef2vkl2Mh0GxJ,63884,4,6.0,0.0,audio_features
915,0.595,0.829,-3.95,0.226,0.00594,0.000101,0.153,0.501,113.319,31yydnZnSeCwkRPY7tlgQJ,169893,5,2.0,1.0,audio_features
916,0.773,0.796,-3.321,0.0506,0.744,0.028,0.0951,0.823,128.246,5pzdnCfGS2uz5XjXx6gem3,209062,3,10.0,1.0,audio_features
917,0.411,0.513,-9.466,0.0342,0.192,3.13e-05,0.0661,0.343,110.048,1z8cabK9f2r2pXWx30ErUW,250598,4,1.0,0.0,audio_features
918,0.588,0.39,-7.753,0.0578,0.726,1.26e-05,0.0965,0.206,96.571,7MOCaEUbfGyq1K96umNVwJ,146267,4,8.0,1.0,audio_features
919,0.667,0.671,-4.2,0.0496,0.413,0,0.0809,0.695,83.962,2otAb5kIGdZzJCqcUHNztT,171080,4,1.0,0.0,audio_features
920,0.704,0.677,-6.135,0.0288,0.426,3.29e-06,0.118,0.715,92.021,1GiwvmI57OTGcKGNigZFJb,171495,4,5.0,1.0,audio_features
921,0.698,0.312,-10.9,0.0483,0.797,0,0.1,0.419,92.138,4w9soAM7IrmYDhSXLp14p6,95440,4,10.0,0.0,audio_features
922,0.813,0.866,-3.239,0.0851,0.17,0,0.0421,0.647,99.994,6gMj2DzKR2PjrrbNSwcGFR,235200,4,7.0,1.0,audio_features
923,0.636,0.869,-5.289,0.0412,0.0378,0.0446,0.0808,0.306,143.011,5eTaQYBE1yrActixMAeLcZ,186496,4,9.0,1.0,audio_features
924,0.681,0.821,-5.12,0.131,0.532,0.00111,0.0921,0.813,94.074,5wxYxygyHpbgv0EXZuqb9V,214701,4,11.0,0.0,audio_features
925,0.604,0.881,-4.036,0.0544,0.0272,0,0.263,0.74,104.942,1pmBuw9a3r467tlzVZj0P4,179229,4,11.0,1.0,audio_features
926,0.426,0.67,-8.947,0.0353,2.15e-05,0.706,0.124,0.179,78.487,0KdEx2ETCXYZeEVAZS4sJ4,134557,4,5.0,0.0,audio_features
927,0.625,0.755,-4.643,0.0724,0.247,0,0.124,0.429,87.948,4sDpxaulErbJ9NBaJDC7cJ,192955,4,8.0,1.0,audio_features
928,0.781,0.611,-6.211,0.136,0.081,3.4e-06,0.208,0.722,149.996,7sDkXyDikXhpRz715MdiEp,199960,4,0.0,1.0,audio_features
929,0.567,0.961,-4.084,0.0572,0.00139,3.7e-05,0.102,0.669,151.92,60glT2wsoSHV3B8yCRSB8v,215531,4,7.0,1.0,audio_features
930,0.725,0.723,-3.583,0.0497,0.305,0,0.15,0.342,118.979,5OKlj1PEpzA4g0JSljysE9,207792,4,10.0,1.0,audio_features
931,0.456,0.207,-11.655,0.041,0.902,0,0.105,0.333,99.399,6LKvzEJQTIm2RrWAMPwQH6,217873,4,6.0,1.0,audio_features
932,0.752,0.643,-5.561,0.458,0.142,0,0.0889,0.805,175.988,6WYo4HDHHvMJZU1lNebB3V,286579,4,7.0,1.0,audio_features
933,0.67,0.562,-7.653,0.233,0.252,0,0.242,0.18,97.919,4hGmQboiou09EwhcTWa0H6,230311,4,5.0,0.0,audio_features
934,0.731,0.423,-10.147,0.0784,0.473,0.000413,0.129,0.78,76.964,0wOtc2nY3NOohp4xSwOyTN,90111,4,6.0,1.0,audio_features
935,0.591,0.46,-9.219,0.0313,0.0703,8.53e-06,0.0833,0.187,147.984,6DYtfjCJdFOXUlV3E9a9bI,270933,4,4.0,1.0,audio_features
936,0.64,0.794,-8.267,0.0815,0.186,0.00095,0.225,0.487,129.117,1p5GikXPiCkw5T2VrSPrO1,137908,4,7.0,1.0,audio_features
937,0.607,0.47,-7.167,0.0559,0.589,0,0.31,0.445,109.696,4wH7ZoqgETaACS9BlUkvuY,175345,4,5.0,1.0,audio_features
938,0.637,0.423,-6.754,0.0898,0.0929,0,0.113,0.198,136.857,6HhZDGrpQuj2iLiN1JCpyl,133973,4,9.0,0.0,audio_features
939,0.691,0.639,-7.321,0.125,0.0244,0,0.102,0.71,141.918,1TXbPx0WUaJM0fjDVs4wCD,183022,4,9.0,1.0,audio_features
940,0.701,0.588,-4.059,0.0475,0.461,0,0.24,0.394,123.078,6ezYHltHYhuJckdCsYsRJI,166947,4,8.0,0.0,audio_features
941,0.691,0.378,-9.938,0.0365,0.403,7.12e-05,0.108,0.111,124.952,0N9YbdsoDv3SwT8wt4S5rT,251669,4,5.0,1.0,audio_features
942,0.772,0.921,-3.221,0.0531,0.0103,0,0.334,0.842,119.992,7kaFsQygyiCqRboWCXztxZ,145066,4,5.0,0.0,audio_features
943,0.531,0.81,-5.475,0.0401,0.0502,3.95e-05,0.357,0.608,148.026,1BAU6v0fuAV914qMUEESR1,188524,4,0.0,1.0,audio_features
944,0.623,0.294,-10.365,0.0428,0.824,2.45e-05,0.112,0.332,117.828,4v3B7G0WQxcXQDrIcTUCsr,184090,4,1.0,1.0,audio_features
945,0.747,0.867,-7.311,0.088,0.582,0.00413,0.114,0.684,124.015,3YgtkOxZsTuaZdL8McA1FQ,220653,4,0.0,1.0,audio_features
946,0.553,0.587,-6.829,0.0277,0.345,0.1,0.256,0.346,90.018,2Jw3VjB1xy5KHBqEeAC6VK,242293,4,5.0,1.0,audio_features
947,0.712,0.893,-3.995,0.0851,0.00788,0,0.169,0.828,125.022,0rhI6gvOeCKA502RdJAbfs,186571,4,10.0,0.0,audio_features
948,0.743,0.648,-6.674,0.0303,0.206,2.35e-06,0.306,0.613,124.91,77ewVGidVJETHhGtlNelrg,176749,3,2.0,0.0,audio_features
949,0.685,0.323,-7.103,0.0289,0.851,0,0.198,0.569,125.058,2EFZ9emtKWEglWUQGEQ3P9,292920,4,2.0,1.0,audio_features
950,0.752,0.686,-6.454,0.0378,0.0892,0,0.291,0.713,127.944,1KUINfIgNjnttphTi4imgI,243816,4,11.0,1.0,audio_features
951,0.397,0.917,-6.193,0.0516,0.0237,0.366,0.138,0.0722,174.344,0RgKtaVv27Nff2y29qaD8W,79053,4,10.0,0.0,audio_features
952,0.656,0.584,-8.959,0.0524,0.544,5.51e-05,0.13,0.445,119.871,33uKUpu9ZXsHhcxRLoxnWI,245629,4,5.0,0.0,audio_features
953,0.546,0.787,-4.023,0.212,0.396,0,0.0619,0.497,100.559,12cZWGf5ZgLcKubEW9mx5q,264473,3,0.0,0.0,audio_features
954,0.813,0.657,-6.572,0.0665,0.26,0,0.0671,0.805,95.969,1558CwDaXSZiCplq9AaH0q,146770,4,7.0,1.0,audio_features
955,0.423,0.887,-2.97,0.0537,0.0362,0,0.243,0.892,169.975,5owS9iWWGd6mDlFjUFzBsw,169293,4,1.0,1.0,audio_features
956,0.512,0.637,-8.181,0.048,0.131,3.63e-05,0.104,0.322,121.991,0F2ptTeWy3Yf7kuFMyNdSb,267256,4,3.0,1.0,audio_features
957,0.861,0.79,-4.561,0.291,0.394,0,0.111,0.681,139.845,1dw7qShk971xMD6r6mA4VN,183480,4,6.0,1.0,audio_features
958,0.615,0.616,-6.523,0.0622,0.0623,0,0.579,0.0734,89.977,4i6cwNY6oIUU2XZxPIw82Y,201493,4,8.0,1.0,audio_features
959,0.425,0.51,-4.838,0.0291,0.118,0,0.342,0.159,139.972,3b5MPNYlX8ztJowxAwzTai,217210,4,0.0,1.0,audio_features
960,0.659,0.667,-6.395,0.241,0.079,0,0.0987,0.546,158.965,6fDRECyrduLIU9HwbpsRR2,214032,4,10.0,1.0,audio_features
961,0.454,0.611,-5.452,0.3,0.00752,0,0.167,0.182,193.4,07iXzCjxJdfHTUenA34iXt,80353,4,10.0,0.0,audio_features
962,0.555,0.773,-9.019,0.121,0.0236,0.000941,0.0715,0.255,124.953,2GWCZJWundoYi5IloWIgTX,150721,4,8.0,0.0,audio_features
963,0.691,0.813,-4.49,0.0393,0.201,0.132,0.128,0.537,154.122,44KWbTVZev3SWdv1t5UoYE,125055,4,1.0,1.0,audio_features
964,0.512,0.468,-9.144,0.0643,0.0303,0.0121,0.26,0.188,75.304,5K2onWVFDevmZ5y9AgiEcr,150442,4,5.0,0.0,audio_features
965,0.72,0.555,-6.947,0.038,0.658,0.00139,0.149,0.404,117.121,0uQhDYHyoZe5DpncrPolb6,226299,3,11.0,0.0,audio_features
966,0.328,0.631,-5.169,0.0465,0.0714,0,0.567,0.382,85.262,0eaVIYo2zeOaGJeqZ5TwYz,187613,4,5.0,0.0,audio_features
967,0.745,0.918,-0.683,0.0741,0.204,0,0.0449,0.647,111.966,4Cyf87ul1le0xTWRFBoYd7,185920,4,5.0,1.0,audio_features
968,0.396,0.606,-6.517,0.0381,0.204,5.73e-06,0.12,0.197,162.046,5XNOw5EcLiqeqx8KDQY5Q6,244120,4,0.0,1.0,audio_features
969,0.74,0.678,-6.929,0.203,0.0483,3.49e-05,0.166,0.13,134.107,12eAtj918bpsB4Vts8pCMu,88606,4,11.0,0.0,audio_features
970,0.503,0.358,-8.158,0.0537,0.401,0,0.158,0.179,105.121,2Kqw2ECnErSCU9bxPSVgGx,161367,4,7.0,1.0,audio_features
971,0.511,0.876,-2.555,0.0431,1.96e-05,7.35e-06,0.077,0.682,92.467,3wIaPhVmXG6lcIPfm7D0fm,138461,4,2.0,1.0,audio_features
972,0.841,0.384,-7.684,0.0351,0.0236,2.28e-06,0.0735,0.597,123.961,69CrOS7vEHIrhC2ILyEi0s,173134,4,9.0,0.0,audio_features
973,0.731,0.722,-9.098,0.0691,0.0893,0.00256,0.112,0.265,122.99,0pjBqAz8GlxGlpaU4W0DxS,192900,4,9.0,1.0,audio_features
974,0.421,0.247,-14.655,0.143,0.665,0.375,0.115,0.139,161.468,5nW4z3pfZgJAJ2QTCz9AIE,433916,4,10.0,1.0,audio_features
975,0.8,0.754,-5.259,0.216,0.0668,0,0.278,0.334,134.136,2rjv9fXzpZDbB6lEeIoB3l,176947,4,1.0,0.0,audio_features
976,0.732,0.6,-9.057,0.241,0.00385,0.000114,0.112,0.436,167.973,4muwDurKeVOB1WBjTVRWlD,160203,4,6.0,0.0,audio_features
977,0.789,0.649,-5.765,0.0714,0.0409,3.64e-05,0.0773,0.589,89.999,2iVgM5C7m1G4CJGbms301G,174809,4,0.0,1.0,audio_features
978,0.689,0.709,-8.094,0.515,0.104,0,0.17,0.646,170.021,2hsNdc8rDVN2O5QOxbGayy,118924,3,11.0,1.0,audio_features
979,0.674,0.736,-6.798,0.291,0.0246,0,0.111,0.179,140.142,7DRM6aQqMhVMweZ8H7UBei,137548,4,5.0,0.0,audio_features
980,0.535,0.488,-8.261,0.0278,0.449,0,0.111,0.348,159.813,3yNJkriPzWjkkDAWHIAVUq,235803,4,0.0,1.0,audio_features
981,0.595,0.8,-5.262,0.0285,0.00341,0.0397,0.608,0.151,119.988,1IPHnu3hVkawJMzkP97tcm,212000,4,3.0,0.0,audio_features
982,0.502,0.768,-6.026,0.036,0.0411,0,0.103,0.57,152.073,2iym3PPUfaR5285b8iLfbq,225942,4,10.0,1.0,audio_features
983,0.509,0.793,-3.229,0.0376,0.25,0,0.236,0.767,165.964,0ayd4fDb6rMZl9uqCY3Hzl,227892,4,1.0,1.0,audio_features
984,0.463,0.332,-10.1,0.048,0.854,0,0.109,0.537,197.707,6W2k8I5gQGFZNQ1n97sCFV,147383,4,9.0,0.0,audio_features
985,0.641,0.843,-6.126,0.123,0.623,0,0.156,0.913,82.186,1TL4lgjSoc9SeKKjLhDO1n,156436,4,10.0,0.0,audio_features
986,0.481,0.79,-7.133,0.0714,0.014,4.98e-06,0.708,0.198,145.94,0GXwlEXCO8qeeeOIYpsR3m,252158,4,4.0,0.0,audio_features
987,0.546,0.509,-6.683,0.0297,0.222,8.02e-06,0.104,0.525,169.875,5SIb4S2seQAeCHPXxiNHBL,183542,4,7.0,1.0,audio_features
988,0.503,0.864,-5.376,0.0637,0.00227,0,0.948,0.443,107.18,3EON33SUQai62FI5Sv0gPT,178440,4,2.0,0.0,audio_features
989,0.55,0.481,-4.917,0.0395,0.0215,0,0.0972,0.15,108.163,3l3iCfpZsxbxWJhYoiQNkD,198333,4,4.0,0.0,audio_features
990,0.454,0.931,-4.083,0.0321,0.238,0.000623,0.289,0.462,137.945,3YfGTvsTAWGC2lgoDOikUz,160530,4,11.0,1.0,audio_features
991,0.624,0.227,-10.731,0.0365,0.536,0,0.251,0.438,150.004,2P8i4ibQlXovki9IIPPubS,197821,3,4.0,1.0,audio_features
992,0.605,0.726,-4.515,0.0309,0.365,0,0.112,0.393,149.918,7BVMtLpd7edHeOizt4RWz9,160518,4,6.0,1.0,audio_features
993,0.801,0.517,-8.205,0.269,0.494,1.45e-06,0.355,0.923,160.254,4SW9gHnW8NfKOdqmh0ij45,133969,4,2.0,0.0,audio_features
994,0.718,0.585,-10.263,0.27,0.000146,0.00938,0.398,0.636,141.093,3HqGDrSOZ6LbBfX5EsiaAj,143467,4,6.0,0.0,audio_features
995,0.493,0.737,-4.757,0.496,0.194,0,0.254,0.482,173.579,02K2VtGdUG5fUlAQATEgE6,219617,4,10.0,0.0,audio_features
996,0.555,0.729,-5.062,0.0443,0.000374,0.000139,0.347,0.482,139.864,3t0ic4mkhvhamrKDkulB8v,147680,4,1.0,1.0,audio_features
997,0.561,0.418,-7.063,0.0259,0.617,0,0.129,0.594,174.8,3CJrKExvAP6RCtUR8Cf99P,171566,3,10.0,0.0,audio_features
998,0.461,0.411,-9.259,0.0451,0.536,0,0.146,0.0944,86.52,6KMbZt7u6AlDia2NPO0Liv,310491,3,5.0,0.0,audio_features
999,0.619,0.606,-4.252,0.0784,0.0268,0,0.375,0.0669,140.023,1pDbGAAH5GQ8U0KG4fI77H,97770,4,1.0,1.0,audio_features
